Timestamp,voltage_v_ln_avg,voltage_v_ll_avg,voltage_v_l1_n,voltage_v_l2_n,voltage_v_l3_n,current_a_avg,current_a_l1,current_a_l2,current_a_l3,current_a_neutral,active_power_kw_total,active_power_kw_l1,active_power_kw_l2,active_power_kw_l3,apparent_power_kva_total,reactive_power_kvar_total,power_factor_avg,power_factor_l1,power_factor_l2,power_factor_l3,frequency_hz,voltage_thd_percent,current_thd_percent,active_energy_kwh,apparent_energy_kvah,rolling_kva_15min,md_proximity_percent
2026-01-04 04:46:00,239.75,415.25,237.57,236.92,244.77,145.57,141.33,143.36,152.02,0.44,100.83,32.93,33.39,34.52,104.7,28.18,0.963,0.963,0.963,0.963,49.98,3.94,7.69,152095.25,159700.02,102.18,68.12
2026-01-04 04:47:00,239.91,415.53,238.41,238.91,242.42,145.11,146.65,147.21,141.48,0.12,99.95,33.96,34.22,31.77,104.44,30.3,0.957,0.957,0.957,0.957,49.98,3.53,7.81,152095.67,159700.45,100.93,67.29
2026-01-04 04:48:00,239.66,415.09,239.29,238.45,241.22,146.71,151.64,152.91,135.59,0.26,99.8,34.94,34.7,30.17,105.48,34.14,0.946,0.946,0.946,0.946,49.98,3.44,8.83,152096.09,159700.89,104.71,69.81
2026-01-04 04:49:00,240.1,415.85,239.49,240.56,240.25,148.6,156.32,154.4,135.07,0.38,101.87,34.73,35.24,31.91,107.03,32.81,0.952,0.952,0.952,0.952,49.98,3.52,9.88,152096.51,159701.34,105.14,70.09
2026-01-04 04:50:00,240.52,416.59,239.16,239.33,243.08,147.63,153.61,157.51,131.77,0.6,101.92,35.75,35.19,30.99,106.52,30.95,0.957,0.957,0.957,0.957,50.02,3.54,10.05,152096.94,159701.78,105.1,70.07
2026-01-04 04:51:00,240.01,415.69,241.1,240.59,238.34,188.84,191.48,190.17,184.86,0.21,129.92,41.52,39.88,48.52,135.96,40.08,0.956,0.956,0.956,0.956,50.01,3.91,11.67,152097.48,159702.35,131.61,87.74
2026-01-04 04:52:00,239.78,415.31,239.68,239.72,239.96,149.3,140.68,136.07,171.16,0.47,102.95,30.29,30.69,41.97,107.39,30.58,0.959,0.959,0.959,0.959,50.02,3.24,9.67,152097.91,159702.8,105.76,70.5
2026-01-04 04:53:00,239.87,415.46,240.18,239.3,240.14,147.7,138.43,143.42,161.24,0.82,101.43,33.51,33.6,34.33,106.28,31.73,0.954,0.954,0.954,0.954,50.03,3.3,9.54,152098.33,159703.25,105.99,70.66
2026-01-04 04:54:00,239.96,415.62,239.91,240.32,239.66,147.6,147.94,150.48,144.4,0.33,102.09,35.39,34.14,32.57,106.25,29.43,0.961,0.961,0.961,0.961,50.01,3.36,9.82,152098.75,159703.69,105.9,70.6
2026-01-04 04:55:00,239.77,415.28,239.7,241.67,237.94,187.29,186.55,188.06,187.25,0.21,129.21,44.49,44.02,40.7,134.71,38.1,0.959,0.959,0.959,0.959,50.0,3.4,11.04,152099.29,159704.26,135.26,90.17
2026-01-04 04:56:00,240.26,416.12,243.32,244.24,233.21,146.41,152.54,152.64,134.05,0.01,101.62,35.67,35.04,30.91,105.52,28.43,0.963,0.963,0.963,0.963,50.0,3.02,9.98,152099.72,159704.7,102.28,68.19
2026-01-04 04:57:00,240.06,415.78,243.52,246.57,230.09,145.55,147.3,146.97,142.37,0.06,101.61,33.99,34.1,33.52,104.81,25.73,0.969,0.969,0.969,0.969,50.0,3.08,9.29,152100.14,159705.15,104.38,69.59
2026-01-04 04:58:00,240.06,415.78,247.75,246.75,225.68,145.35,145.89,146.82,143.35,0.11,100.55,33.42,34.02,33.12,104.67,29.08,0.961,0.961,0.961,0.961,50.0,3.13,8.64,152100.56,159705.59,103.22,68.81
2026-01-04 04:59:00,240.9,417.24,248.28,248.92,225.51,185.34,189.57,189.92,176.52,0.05,128.73,43.96,43.51,41.26,133.94,36.97,0.961,0.961,0.961,0.961,49.99,3.25,10.82,152101.09,159706.15,132.42,88.28
2026-01-04 05:00:00,241.12,417.61,247.59,248.97,226.79,145.97,149.89,149.73,138.3,0.04,101.74,35.33,36.43,29.98,105.58,28.24,0.964,0.964,0.964,0.964,49.96,2.86,9.98,152101.52,159706.59,108.57,72.38
2026-01-04 05:01:00,241.22,417.8,247.49,248.55,227.64,187.46,201.05,197.66,163.66,0.62,130.38,44.8,45.02,40.56,135.65,37.44,0.961,0.961,0.961,0.961,49.95,3.4,11.51,152102.06,159707.16,136.47,90.98
2026-01-04 05:02:00,240.79,417.05,246.81,247.29,228.27,146.71,150.41,149.18,140.55,0.21,101.29,34.28,34.89,32.12,105.97,31.14,0.956,0.956,0.956,0.956,49.98,3.3,9.94,152102.48,159707.61,108.84,72.56
2026-01-04 05:03:00,241.02,417.44,245.23,244.96,232.87,146.03,155.2,153.34,129.54,0.21,100.17,34.17,34.07,31.93,105.58,33.36,0.949,0.949,0.949,0.949,49.99,3.22,10.68,152102.9,159708.05,109.21,72.8
2026-01-04 05:04:00,240.69,416.88,244.49,246.18,231.41,185.45,186.65,188.63,181.06,0.38,126.77,43.65,43.83,39.29,133.9,43.12,0.947,0.947,0.947,0.947,49.97,3.51,12.21,152103.43,159708.6,140.13,93.42
2026-01-04 05:05:00,240.25,416.12,247.41,248.64,224.72,144.3,149.58,145.47,137.87,1.01,98.29,32.74,32.32,33.23,104.0,34.0,0.945,0.945,0.945,0.945,49.98,3.1,10.91,152103.84,159709.03,112.56,75.04
2026-01-04 05:06:00,240.08,415.82,248.85,247.23,224.16,145.19,146.85,150.48,138.25,0.67,98.0,34.15,33.68,30.17,104.57,36.48,0.937,0.937,0.937,0.937,49.96,3.26,11.22,152104.25,159709.46,108.03,72.02
2026-01-04 05:07:00,240.27,416.15,245.43,245.29,230.1,186.09,190.72,191.4,176.15,0.09,126.01,44.75,45.86,35.4,134.13,45.95,0.939,0.939,0.939,0.939,49.99,3.49,12.42,152104.77,159710.01,137.3,91.53
2026-01-04 05:08:00,240.71,416.9,244.6,244.45,233.08,145.17,163.37,160.52,111.62,0.64,99.48,35.96,36.31,27.21,104.83,33.05,0.949,0.949,0.949,0.949,49.99,3.01,10.57,152105.19,159710.45,107.84,71.9
2026-01-04 05:09:00,240.49,416.54,244.35,244.71,232.42,183.73,195.36,202.03,153.82,1.21,125.36,44.95,44.75,35.67,132.55,43.06,0.946,0.946,0.946,0.946,49.96,3.37,11.89,152105.71,159710.99,134.53,89.69
2026-01-04 05:10:00,240.4,416.38,244.01,243.63,233.57,143.48,153.18,154.4,122.85,0.28,98.02,34.64,33.77,29.61,103.47,33.15,0.947,0.947,0.947,0.947,49.97,3.29,10.13,152106.12,159711.42,105.81,70.54
2026-01-04 05:11:00,240.4,416.38,242.21,242.46,236.54,142.98,146.49,144.69,137.75,0.43,97.83,33.1,33.03,31.7,103.11,32.57,0.949,0.949,0.949,0.949,49.96,3.41,10.14,152106.53,159711.85,103.74,69.16
2026-01-04 05:12:00,240.11,415.87,238.95,237.82,243.56,184.49,194.42,186.41,172.64,0.81,125.67,42.09,42.5,41.08,132.89,43.19,0.946,0.946,0.946,0.946,49.96,3.79,11.89,152107.05,159712.4,135.63,90.42
2026-01-04 05:13:00,239.77,415.29,236.64,237.28,245.41,146.6,143.81,142.83,153.14,0.21,99.41,31.3,31.65,36.46,105.44,35.17,0.943,0.943,0.943,0.943,49.95,3.21,10.86,152107.46,159712.84,109.96,73.31
2026-01-04 05:14:00,239.46,414.75,235.6,235.55,247.23,147.93,137.91,142.19,163.7,0.51,100.04,32.65,32.09,35.29,106.27,35.85,0.941,0.941,0.941,0.941,49.99,3.1,11.21,152107.88,159713.27,109.49,72.99
2026-01-04 05:15:00,239.55,414.9,236.52,234.9,247.24,186.56,171.66,164.26,223.77,1.51,127.16,38.99,38.57,49.6,134.07,42.46,0.949,0.949,0.949,0.949,49.98,3.35,12.41,152108.41,159713.83,137.88,91.92
2026-01-04 05:16:00,239.47,414.76,234.84,234.58,249.0,147.02,131.41,131.91,177.74,0.1,100.51,30.19,30.91,39.42,105.61,32.42,0.952,0.952,0.952,0.952,50.03,3.12,10.64,152108.83,159714.27,110.25,73.5
2026-01-04 05:17:00,239.33,414.52,234.33,233.58,250.08,147.12,137.61,137.74,166.02,0.02,100.28,30.82,30.6,38.85,105.63,33.19,0.949,0.949,0.949,0.949,50.01,2.93,10.94,152109.25,159714.71,108.32,72.21
2026-01-04 05:18:00,239.24,414.36,235.05,234.52,248.15,186.18,175.52,176.63,206.37,0.17,127.8,40.44,39.63,47.74,133.61,38.98,0.957,0.957,0.957,0.957,49.99,3.48,12.34,152109.78,159715.27,136.14,90.76
2026-01-04 05:19:00,239.43,414.69,236.81,236.38,245.1,146.43,137.03,141.62,160.63,1.09,100.34,32.45,33.04,34.86,105.17,31.52,0.954,0.954,0.954,0.954,49.98,2.7,10.76,152110.2,159715.71,109.27,72.84
2026-01-04 05:20:00,239.22,414.33,235.37,234.67,247.63,148.41,141.61,139.59,164.04,0.5,101.5,32.12,33.34,36.04,106.5,32.28,0.953,0.953,0.953,0.953,49.99,2.73,10.87,152110.62,159716.15,106.41,70.94
2026-01-04 05:21:00,239.28,414.43,235.72,234.95,247.17,188.87,194.33,189.54,182.75,0.73,129.47,42.79,42.69,43.98,135.57,40.24,0.955,0.955,0.955,0.955,49.97,3.38,12.83,152111.16,159716.72,135.95,90.63
2026-01-04 05:22:00,239.34,414.54,233.79,235.41,248.83,148.0,146.37,144.87,152.78,0.16,101.42,33.17,32.9,35.34,106.26,31.72,0.954,0.954,0.954,0.954,49.97,3.06,11.73,152111.58,159717.16,107.59,71.73
2026-01-04 05:23:00,239.16,414.22,236.02,238.12,243.33,146.31,145.11,144.83,149.0,0.06,100.1,34.09,33.49,32.52,104.97,31.58,0.954,0.954,0.954,0.954,49.98,3.27,11.68,152112.0,159717.6,105.66,70.44
2026-01-04 05:24:00,239.05,414.04,238.37,238.46,240.32,146.62,148.71,147.89,143.26,0.12,100.81,33.52,33.75,33.55,105.14,29.88,0.959,0.959,0.959,0.959,49.99,3.2,11.83,152112.42,159718.04,104.32,69.55
2026-01-04 05:25:00,239.26,414.39,238.45,236.49,242.83,187.23,188.83,181.26,191.61,1.07,128.66,40.72,39.52,48.42,134.38,38.81,0.957,0.957,0.957,0.957,50.0,3.79,12.0,152112.96,159718.6,133.93,89.28
2026-01-04 05:26:00,239.89,415.49,237.75,238.03,243.89,144.69,139.33,139.78,154.97,0.07,98.89,30.8,30.78,37.31,104.12,32.6,0.95,0.95,0.95,0.95,50.03,3.88,9.74,152113.37,159719.04,103.59,69.06
2026-01-04 05:27:00,240.23,416.08,239.22,239.24,242.23,145.22,137.53,136.08,162.04,0.22,99.8,31.37,31.42,37.01,104.65,31.49,0.954,0.954,0.954,0.954,49.99,3.83,9.33,152113.78,159719.47,103.77,69.18
2026-01-04 05:28:00,240.49,416.53,238.95,236.92,245.6,186.13,179.7,178.14,200.56,0.38,127.92,39.5,39.33,49.1,134.28,40.84,0.953,0.953,0.953,0.953,50.02,4.38,10.77,152114.32,159720.03,136.76,91.17
2026-01-04 05:29:00,240.65,416.81,236.67,238.49,246.79,144.48,128.35,131.88,173.21,0.76,99.92,31.04,31.96,36.91,104.3,29.92,0.958,0.958,0.958,0.958,50.01,3.81,9.69,152114.73,159720.47,105.74,70.49
2026-01-04 05:30:00,240.11,415.87,236.08,235.54,248.7,144.14,137.72,141.0,153.71,0.66,98.59,31.65,31.28,35.67,103.83,32.55,0.95,0.95,0.95,0.95,50.03,4.15,9.76,152115.14,159720.9,106.67,71.11
2026-01-04 05:31:00,239.66,415.09,239.01,240.79,239.18,184.02,177.02,178.31,196.74,0.26,125.97,40.41,40.84,44.72,132.3,40.43,0.952,0.952,0.952,0.952,50.04,4.37,11.29,152115.67,159721.45,137.77,91.84
2026-01-04 05:32:00,239.17,414.24,239.35,240.17,237.98,144.69,140.06,140.59,153.42,0.11,99.64,32.66,32.16,34.82,103.81,29.13,0.96,0.96,0.96,0.96,50.05,3.82,10.25,152116.08,159721.89,110.37,73.58
2026-01-04 05:33:00,239.45,414.73,239.61,240.54,238.19,145.6,143.87,145.24,147.68,0.24,100.0,33.94,33.37,32.68,104.58,30.64,0.956,0.956,0.956,0.956,50.0,3.98,10.06,152116.5,159722.32,110.03,73.35
2026-01-04 05:34:00,239.22,414.32,240.43,241.1,236.11,185.21,186.79,185.73,183.12,0.27,127.54,42.08,41.37,44.09,132.91,37.4,0.96,0.96,0.96,0.96,49.98,4.51,11.07,152117.03,159722.88,134.3,89.53
2026-01-04 05:35:00,239.24,414.37,241.76,242.07,233.9,144.74,135.56,132.07,166.6,0.37,99.68,30.65,30.71,38.32,103.88,29.24,0.96,0.96,0.96,0.96,49.98,4.02,10.38,152117.45,159723.32,103.87,69.24
2026-01-04 05:36:00,239.43,414.7,242.86,242.76,232.69,144.25,134.15,142.17,156.42,1.07,100.05,33.44,33.99,32.61,103.61,26.93,0.966,0.966,0.966,0.966,50.01,4.05,10.31,152117.86,159723.76,102.98,68.65
2026-01-04 05:37:00,239.27,414.41,241.36,241.69,234.76,145.08,144.42,147.09,143.74,0.34,100.86,34.61,33.84,32.41,104.14,25.93,0.969,0.969,0.969,0.969,50.03,3.9,10.38,152118.28,159724.2,101.79,67.86
2026-01-04 05:38:00,239.36,414.58,242.31,242.71,233.06,145.54,150.09,151.73,134.8,0.36,100.92,36.36,36.39,28.17,104.5,27.12,0.966,0.966,0.966,0.966,50.06,3.9,10.42,152118.7,159724.64,98.45,65.63
2026-01-04 05:39:00,239.58,414.96,243.5,243.56,231.68,185.42,194.79,189.31,172.17,0.72,127.51,42.8,42.74,41.97,133.26,38.74,0.957,0.957,0.957,0.957,50.07,4.35,11.09,152119.24,159725.2,125.19,83.46
2026-01-04 05:40:00,239.34,414.53,243.83,245.47,228.71,144.74,146.62,148.95,138.66,0.29,100.64,34.27,33.87,32.5,103.92,25.91,0.968,0.968,0.968,0.968,50.06,3.82,9.59,152119.65,159725.64,94.35,62.9
2026-01-04 05:41:00,238.9,413.77,244.72,247.32,224.65,145.38,148.11,151.32,136.72,0.6,100.56,34.23,33.63,32.7,104.19,27.24,0.965,0.965,0.965,0.965,50.07,3.8,9.92,152120.07,159726.08,96.19,64.13
2026-01-04 05:42:00,238.52,413.11,247.27,247.56,220.72,145.69,149.14,149.06,138.86,0.01,100.84,34.58,33.97,32.3,104.24,26.4,0.967,0.967,0.967,0.967,50.08,3.74,10.57,152120.49,159726.52,98.05,65.36
2026-01-04 05:43:00,238.34,412.81,246.74,244.18,224.12,185.55,189.45,191.77,175.42,0.53,128.02,44.03,43.29,40.7,132.67,34.79,0.965,0.965,0.965,0.965,50.1,4.24,11.41,152121.03,159727.08,128.22,85.48
2026-01-04 05:44:00,238.02,412.25,241.98,244.13,227.95,144.95,147.06,141.61,146.18,1.03,99.09,31.41,32.17,35.5,103.5,29.9,0.957,0.957,0.957,0.957,50.09,3.91,9.9,152121.44,159727.51,97.17,64.78
2026-01-04 05:45:00,237.96,412.14,243.57,243.21,227.1,144.13,143.02,139.07,150.3,0.47,97.84,31.88,32.87,33.09,102.88,31.81,0.951,0.951,0.951,0.951,50.12,4.1,9.74,152121.85,159727.94,96.56,64.37
2026-01-04 05:46:00,238.04,412.29,243.66,242.42,228.05,182.83,182.92,183.08,182.5,0.02,124.54,40.61,40.3,43.62,130.56,39.2,0.954,0.954,0.954,0.954,50.13,4.62,11.1,152122.37,159728.49,126.16,84.11
2026-01-04 05:47:00,238.32,412.77,241.38,240.5,233.08,141.31,133.0,133.59,157.35,0.14,96.02,29.44,29.14,37.44,101.03,31.41,0.95,0.95,0.95,0.95,50.15,4.03,9.46,152122.77,159728.91,98.07,65.38
2026-01-04 05:48:00,238.36,412.84,240.35,239.46,235.27,141.08,131.16,130.03,162.06,0.22,95.71,30.56,31.22,33.93,100.88,31.88,0.949,0.949,0.949,0.949,50.12,4.07,9.42,152123.17,159729.32,95.09,63.4
2026-01-04 05:49:00,238.42,412.94,238.25,238.37,238.62,141.14,140.28,142.14,141.01,0.36,96.37,31.92,31.76,32.68,100.95,30.06,0.955,0.955,0.955,0.955,50.12,4.19,9.52,152123.57,159729.75,95.98,63.99
2026-01-04 05:50:00,238.01,412.23,237.94,236.9,239.18,182.02,177.49,172.45,196.12,1.09,124.3,39.03,37.87,47.4,129.96,37.91,0.956,0.956,0.956,0.956,50.14,4.64,11.0,152124.09,159730.29,126.56,84.37
2026-01-04 05:51:00,238.37,412.86,236.49,237.61,241.01,143.49,131.41,130.83,168.22,0.13,98.03,29.68,30.3,38.05,102.6,30.28,0.955,0.955,0.955,0.955,50.14,3.94,9.01,152124.49,159730.72,101.48,67.66
2026-01-04 05:52:00,238.7,413.42,235.9,237.1,243.09,144.23,136.43,136.47,159.8,0.01,97.97,30.94,30.28,36.74,103.28,32.69,0.949,0.949,0.949,0.949,50.11,3.72,9.12,152124.9,159731.15,102.38,68.25
2026-01-04 05:53:00,238.55,413.17,238.0,239.92,237.74,145.18,137.84,138.9,158.79,0.15,98.42,31.05,31.04,36.34,103.89,33.26,0.947,0.947,0.947,0.947,50.11,3.62,8.72,152125.31,159731.58,104.48,69.66
2026-01-04 05:54:00,238.81,413.61,239.68,239.52,237.22,144.64,135.47,139.76,158.71,0.56,97.82,31.37,31.72,34.73,103.62,34.19,0.944,0.944,0.944,0.944,50.12,3.69,8.3,152125.72,159732.01,107.3,71.54
2026-01-04 05:55:00,238.48,413.06,238.48,238.64,238.33,186.22,177.36,180.07,201.23,0.43,124.78,39.57,39.38,45.83,133.22,46.67,0.937,0.937,0.937,0.937,50.12,4.12,10.03,152126.24,159732.55,137.21,91.47
2026-01-04 05:56:00,238.68,413.39,241.42,237.66,236.95,145.59,135.18,133.68,167.91,0.23,98.02,30.8,30.18,37.03,104.24,35.46,0.94,0.94,0.94,0.94,50.12,3.97,9.67,152126.65,159732.98,108.67,72.45
2026-01-04 05:57:00,238.86,413.71,238.24,238.97,239.38,145.32,143.85,140.81,151.3,0.69,97.42,31.95,32.32,33.15,104.13,36.77,0.936,0.936,0.936,0.936,50.08,3.92,10.19,152127.05,159733.41,111.12,74.08
2026-01-04 05:58:00,238.56,413.19,238.96,240.51,236.22,146.35,145.28,142.07,151.71,0.74,98.29,32.49,32.35,33.45,104.74,36.18,0.938,0.938,0.938,0.938,50.07,3.96,10.51,152127.46,159733.84,115.19,76.79
2026-01-04 05:59:00,239.15,414.2,241.1,241.08,235.26,144.93,143.31,139.2,152.27,1.0,97.3,30.7,30.67,35.93,103.97,36.63,0.936,0.936,0.936,0.936,50.08,3.56,10.34,152127.87,159734.26,113.48,75.65
2026-01-04 06:00:00,239.63,415.04,242.15,241.67,235.06,182.19,179.26,174.78,192.54,1.08,122.86,38.43,36.69,47.73,130.97,45.38,0.938,0.938,0.938,0.938,50.06,4.26,11.66,152128.38,159734.8,140.64,93.76
2026-01-04 06:01:00,239.36,414.57,241.82,240.73,235.53,142.37,128.95,129.18,168.99,0.03,96.31,29.75,30.29,36.27,102.23,34.28,0.942,0.942,0.942,0.942,50.05,4.05,10.32,152128.78,159735.22,111.62,74.41
2026-01-04 06:02:00,239.27,414.42,240.36,241.45,236.0,143.15,137.17,138.72,153.56,0.16,96.27,31.21,31.18,33.88,102.75,35.89,0.937,0.937,0.937,0.937,50.05,3.88,10.51,152129.18,159735.64,113.25,75.5
2026-01-04 06:03:00,239.25,414.38,242.95,240.82,233.98,182.34,172.11,174.17,200.73,0.22,122.55,38.82,38.2,45.53,130.87,45.9,0.936,0.936,0.936,0.936,50.05,4.44,11.94,152129.69,159736.18,143.56,95.71
2026-01-04 06:04:00,239.04,414.02,241.43,240.71,234.98,141.25,132.24,136.81,154.71,0.78,94.56,31.18,30.06,33.33,101.29,36.31,0.934,0.934,0.934,0.934,50.05,4.1,10.02,152130.09,159736.59,113.01,75.34
2026-01-04 06:05:00,239.48,414.78,240.92,239.98,237.54,142.76,137.15,140.98,150.14,0.54,96.11,31.72,30.49,33.9,102.56,35.78,0.937,0.937,0.937,0.937,50.03,3.9,9.32,152130.49,159737.01,118.95,79.3
2026-01-04 06:06:00,240.33,416.25,241.71,243.39,235.89,144.16,136.64,139.01,156.83,0.31,98.04,30.72,31.66,35.66,103.93,34.5,0.943,0.943,0.943,0.943,50.0,4.03,9.74,152130.9,159737.44,119.12,79.41
2026-01-04 06:07:00,240.2,416.02,244.16,242.97,233.45,261.9,251.23,247.41,287.07,0.86,149.89,47.88,47.22,54.79,188.71,114.65,0.794,0.794,0.794,0.794,50.03,4.59,12.55,152131.52,159738.1,198.46,132.31
2026-01-04 06:08:00,239.72,415.2,242.82,241.35,235.0,144.49,134.5,139.28,159.71,0.64,98.15,31.56,32.08,34.51,103.91,34.12,0.945,0.945,0.945,0.945,50.01,3.48,10.62,152131.93,159738.53,111.66,74.44
2026-01-04 06:09:00,240.24,416.1,242.84,241.09,236.8,185.01,182.32,173.32,199.4,2.07,125.62,40.17,38.48,46.98,133.34,44.7,0.942,0.942,0.942,0.942,50.01,3.45,11.79,152132.45,159739.08,138.58,92.39
2026-01-04 06:10:00,240.22,416.07,239.71,239.42,241.54,146.67,133.87,132.82,173.34,0.12,99.1,29.84,29.45,39.81,105.7,36.75,0.938,0.938,0.938,0.938,49.98,3.07,10.29,152132.87,159739.51,107.51,71.67
2026-01-04 06:11:00,239.94,415.57,240.41,240.77,238.63,146.81,131.11,135.83,173.5,0.56,99.18,28.76,28.35,42.07,105.67,36.47,0.939,0.939,0.939,0.939,49.98,3.13,9.27,152133.28,159739.94,107.68,71.79
2026-01-04 06:12:00,239.58,414.95,241.82,242.49,234.43,183.7,154.91,154.6,241.6,0.03,123.62,36.49,38.55,48.58,132.03,46.37,0.936,0.936,0.936,0.936,49.98,3.19,10.73,152133.79,159740.48,136.7,91.14
2026-01-04 06:13:00,239.24,414.37,242.07,241.44,234.22,142.9,132.52,135.07,161.12,0.49,96.58,29.77,29.78,37.03,102.56,34.5,0.942,0.942,0.942,0.942,49.95,2.74,8.84,152134.2,159740.91,107.84,71.89
2026-01-04 06:14:00,239.2,414.3,242.55,244.39,230.66,142.21,129.79,137.01,159.81,1.14,95.73,30.9,30.52,34.31,102.04,35.32,0.938,0.938,0.938,0.938,49.94,2.67,8.31,152134.6,159741.33,107.73,71.82
2026-01-04 06:15:00,238.93,413.83,244.23,242.53,230.03,142.78,133.22,133.68,161.44,0.09,95.16,29.5,30.17,35.49,102.34,37.64,0.93,0.93,0.93,0.93,49.94,2.98,7.63,152134.99,159741.74,108.54,72.36
2026-01-04 06:16:00,239.42,414.67,241.06,239.58,237.61,182.46,174.95,173.42,199.0,0.26,122.69,39.93,40.36,42.41,131.04,46.03,0.936,0.936,0.936,0.936,49.93,3.31,9.4,152135.5,159742.28,136.88,91.26
2026-01-04 06:17:00,239.6,415.0,240.75,240.0,238.07,142.22,144.28,142.55,139.83,0.23,96.7,32.56,33.31,30.84,102.22,33.13,0.946,0.946,0.946,0.946,49.92,3.01,8.54,152135.91,159742.7,105.2,70.13
2026-01-04 06:18:00,239.43,414.69,240.94,239.87,237.48,142.5,143.57,141.35,142.59,0.44,96.86,31.89,32.28,32.69,102.35,33.06,0.946,0.946,0.946,0.946,49.93,3.02,8.2,152136.31,159743.13,102.74,68.49
2026-01-04 06:19:00,239.42,414.68,241.22,244.43,232.63,141.73,144.76,144.54,135.9,0.03,95.52,32.58,32.05,30.88,101.8,35.19,0.938,0.938,0.938,0.938,49.9,3.36,8.65,152136.71,159743.54,99.38,66.26
2026-01-04 06:20:00,239.28,414.43,245.09,246.19,226.55,182.92,186.43,182.69,179.65,0.91,122.75,40.78,40.33,41.64,131.3,46.6,0.935,0.935,0.935,0.935,49.9,3.63,10.61,152137.22,159744.08,128.11,85.4
2026-01-04 06:21:00,239.02,413.99,246.25,244.74,226.07,143.12,142.21,143.23,143.92,0.21,95.86,31.88,32.08,31.9,102.62,36.62,0.934,0.934,0.934,0.934,49.89,3.21,10.1,152137.62,159744.5,99.02,66.02
2026-01-04 06:22:00,238.6,413.26,243.91,242.57,229.33,143.76,141.52,139.16,150.6,0.35,96.28,31.64,30.74,33.9,102.9,36.3,0.936,0.936,0.936,0.936,49.88,3.41,10.24,152138.02,159744.92,97.56,65.04
2026-01-04 06:23:00,238.16,412.5,241.66,242.08,230.74,142.61,140.98,142.36,144.5,0.29,96.23,31.28,31.55,33.4,101.89,33.49,0.944,0.944,0.944,0.944,49.9,3.15,10.51,152138.42,159745.34,97.8,65.2
2026-01-04 06:24:00,238.76,413.53,240.94,238.85,236.49,143.61,138.0,136.85,155.99,0.12,97.29,29.95,29.01,38.33,102.86,33.39,0.946,0.946,0.946,0.946,49.89,3.4,10.39,152138.83,159745.77,103.14,68.76
2026-01-04 06:25:00,238.17,412.52,238.56,239.47,236.49,144.41,128.19,123.42,181.61,1.02,97.43,28.57,27.97,40.9,103.18,33.94,0.944,0.944,0.944,0.944,49.9,3.03,9.49,152139.23,159746.19,102.74,68.49
2026-01-04 06:26:00,237.95,412.13,239.68,236.13,238.04,144.92,125.93,130.58,178.25,0.82,97.18,30.42,30.98,35.78,103.44,35.47,0.939,0.939,0.939,0.939,49.92,2.88,9.71,152139.64,159746.62,104.68,69.79
2026-01-04 06:27:00,238.26,412.67,236.94,238.18,239.66,145.79,142.73,140.4,154.23,0.43,97.38,30.88,31.93,34.57,104.2,37.06,0.935,0.935,0.935,0.935,49.91,2.7,11.15,152140.04,159747.05,105.11,70.07
2026-01-04 06:28:00,238.31,412.76,237.7,239.89,237.35,186.94,183.02,184.78,193.03,0.29,124.21,40.64,39.48,44.1,133.65,49.32,0.929,0.929,0.929,0.929,49.89,3.09,12.11,152140.56,159747.59,136.33,90.88
2026-01-04 06:29:00,238.61,413.27,240.98,241.54,233.31,147.24,143.24,143.59,154.9,0.09,98.97,31.99,32.23,34.74,105.39,36.23,0.939,0.939,0.939,0.939,49.92,2.78,11.66,152140.97,159748.02,104.37,69.58
2026-01-04 06:30:00,238.24,412.62,240.02,238.14,236.56,148.06,145.36,145.97,152.87,0.08,100.2,32.25,32.24,35.71,105.82,34.02,0.947,0.947,0.947,0.947,49.92,2.78,11.95,152141.39,159748.46,108.41,72.28
2026-01-04 06:31:00,238.52,413.12,236.77,234.92,243.88,147.18,143.15,147.37,151.02,1.05,98.8,32.38,32.91,33.52,105.31,36.46,0.938,0.938,0.938,0.938,49.92,2.91,11.92,152141.8,159748.89,109.49,72.99
2026-01-04 06:32:00,238.37,412.86,234.53,232.4,248.19,148.64,146.64,146.15,153.13,0.07,100.16,33.05,31.8,35.31,106.29,35.58,0.942,0.942,0.942,0.942,49.95,3.32,10.94,152142.22,159749.33,110.14,73.43
2026-01-04 06:33:00,239.03,414.0,233.9,234.42,248.76,148.35,142.13,139.03,163.89,0.42,99.88,31.27,31.55,37.07,106.37,36.58,0.939,0.939,0.939,0.939,49.95,3.77,10.79,152142.64,159749.77,108.62,72.41
2026-01-04 06:34:00,239.14,414.18,238.47,237.42,241.52,149.29,142.71,148.25,156.93,1.02,100.2,33.49,33.2,33.5,107.1,37.83,0.936,0.936,0.936,0.936,49.93,3.59,11.4,152143.05,159750.21,111.39,74.26
2026-01-04 06:35:00,239.05,414.04,236.96,238.14,242.06,150.01,149.49,146.21,154.32,0.39,101.4,33.05,32.95,35.4,107.57,35.92,0.943,0.943,0.943,0.943,49.94,3.42,11.32,152143.48,159750.65,109.52,73.01
2026-01-04 06:36:00,239.34,414.54,239.44,239.26,239.32,149.26,143.1,138.61,166.05,0.6,100.21,31.84,32.89,35.49,107.16,37.96,0.935,0.935,0.935,0.935,49.96,3.55,11.53,152143.89,159751.09,108.15,72.1
