Timestamp,z_axis_rms_velocity_mm_sec,x_axis_rms_velocity_mm_sec,z_axis_peak_acceleration_g,x_axis_peak_acceleration_g,high_frequency_rms_acceleration_g,z_axis_kurtosis,x_axis_kurtosis,z_axis_crest_factor,x_axis_crest_factor,peak_velocity_component_freq_hz,temperature_c,iso_health_zone,data_source
2026-01-02 23:45:00,0.16,0.12,0.24,0.18,0.02,2.86,2.83,15.0,18.28,0.0,30.87,ZONE_A,synthetic
2026-01-02 23:46:00,0.21,0.1,0.32,0.15,0.02,2.91,3.0,15.0,15.31,0.0,31.42,ZONE_A,synthetic
2026-01-02 23:47:00,0.17,0.1,0.25,0.16,0.02,3.15,3.15,15.0,15.71,0.0,32.5,ZONE_A,synthetic
2026-01-02 23:48:00,1.53,1.25,2.36,1.84,0.23,2.52,2.29,10.29,29.36,27.6,48.08,ZONE_A,synthetic
2026-01-02 23:49:00,4.65,3.53,6.95,5.06,0.7,2.86,2.53,9.97,28.63,34.1,48.93,ZONE_B,synthetic
2026-01-02 23:50:00,1.36,1.0,2.12,1.51,0.2,2.93,2.59,10.44,30.26,32.9,46.1,ZONE_A,synthetic
2026-01-02 23:51:00,1.69,1.36,2.64,1.94,0.25,2.96,2.46,10.4,28.48,41.0,43.29,ZONE_A,synthetic
2026-01-02 23:52:00,0.15,0.07,0.22,0.1,0.01,2.9,3.06,15.0,10.02,0.0,31.59,ZONE_A,synthetic
2026-01-02 23:53:00,1.98,1.29,2.98,1.96,0.3,2.98,2.48,10.02,30.47,41.2,42.41,ZONE_A,synthetic
2026-01-02 23:54:00,0.13,0.07,0.2,0.11,0.01,2.88,3.07,15.0,10.74,0.0,30.36,ZONE_A,synthetic
2026-01-02 23:55:00,2.25,1.63,3.39,2.49,0.34,3.27,2.83,10.04,30.58,42.9,41.49,ZONE_A,synthetic
2026-01-02 23:56:00,2.0,1.62,2.99,2.43,0.3,3.47,3.44,9.93,30.06,44.9,44.07,ZONE_A,synthetic
2026-01-02 23:57:00,0.14,0.07,0.22,0.1,0.01,3.53,3.32,15.0,10.0,0.0,30.57,ZONE_A,synthetic
2026-01-02 23:58:00,4.9,3.63,7.37,5.26,0.74,3.29,2.94,10.02,29.01,38.5,42.81,ZONE_B,synthetic
2026-01-02 23:59:00,0.1,0.08,0.15,0.13,0.01,3.06,3.05,14.54,12.71,0.0,29.5,ZONE_A,synthetic
2026-01-03 00:00:00,0.11,0.08,0.16,0.13,0.01,3.03,3.05,15.0,12.5,0.0,29.33,ZONE_A,synthetic
2026-01-03 00:01:00,1.88,1.33,2.74,1.83,0.28,3.31,2.84,9.72,27.5,36.5,43.84,ZONE_A,synthetic
2026-01-03 00:02:00,0.1,0.08,0.15,0.12,0.01,3.06,3.09,14.98,11.71,0.0,30.73,ZONE_A,synthetic
2026-01-03 00:03:00,1.75,1.52,2.68,2.27,0.26,3.15,2.92,10.2,29.83,34.3,42.74,ZONE_A,synthetic
2026-01-03 00:04:00,1.6,0.96,2.41,1.6,0.24,3.33,2.75,10.02,33.33,38.3,43.01,ZONE_A,synthetic
2026-01-03 00:05:00,1.44,1.13,2.33,1.53,0.22,3.17,2.5,10.8,26.88,45.5,41.93,ZONE_A,synthetic
2026-01-03 00:06:00,0.09,0.08,0.13,0.12,0.01,2.87,3.03,13.01,12.26,0.0,30.51,ZONE_A,synthetic
2026-01-03 00:07:00,1.47,1.1,2.39,1.66,0.22,3.42,3.02,10.83,30.26,43.6,43.54,ZONE_A,synthetic
2026-01-03 00:08:00,4.0,2.95,6.03,4.36,0.6,3.51,3.33,10.04,29.54,41.8,43.17,ZONE_B,synthetic
2026-01-03 00:09:00,0.99,0.94,1.51,1.23,0.15,3.52,3.25,10.2,26.19,39.4,43.27,ZONE_A,synthetic
2026-01-03 00:10:00,0.18,0.08,0.27,0.11,0.02,3.28,3.24,15.0,11.35,0.0,31.82,ZONE_A,synthetic
2026-01-03 00:11:00,0.86,0.82,1.4,1.03,0.13,3.32,3.07,10.86,25.0,37.0,43.6,ZONE_A,synthetic
2026-01-03 00:12:00,0.15,0.04,0.23,0.06,0.02,3.27,3.01,15.0,5.52,0.0,29.87,ZONE_A,synthetic
2026-01-03 00:13:00,0.04,0.05,0.06,0.08,0.0,3.1,3.01,5.93,8.07,0.0,29.78,ZONE_A,synthetic
2026-01-03 00:14:00,0.92,0.67,1.38,0.89,0.14,3.2,2.43,10.04,26.78,47.0,42.97,ZONE_A,synthetic
2026-01-03 00:15:00,1.02,0.55,1.49,0.94,0.15,3.46,2.91,9.76,34.29,35.1,42.78,ZONE_A,synthetic
2026-01-03 00:16:00,0.93,0.69,1.36,1.0,0.14,3.56,2.92,9.76,28.99,40.6,43.17,ZONE_A,synthetic
2026-01-03 00:17:00,1.21,0.8,1.7,1.16,0.18,3.21,2.66,9.37,28.99,42.4,42.44,ZONE_A,synthetic
2026-01-03 00:18:00,1.23,0.73,1.6,0.92,0.18,2.95,2.43,8.65,25.25,43.3,38.66,ZONE_A,synthetic
2026-01-03 00:19:00,0.07,0.06,0.11,0.08,0.01,2.79,2.88,11.22,8.28,0.0,29.14,ZONE_A,synthetic
2026-01-03 00:20:00,1.13,0.61,1.7,0.92,0.17,3.02,2.34,10.05,30.43,41.2,38.91,ZONE_A,synthetic
2026-01-03 00:21:00,0.12,0.05,0.18,0.07,0.01,2.65,2.73,15.0,6.77,0.0,28.69,ZONE_A,synthetic
2026-01-03 00:22:00,0.22,0.03,0.33,0.04,0.02,2.67,2.58,15.0,4.19,0.0,26.95,ZONE_A,synthetic
2026-01-03 00:23:00,1.0,0.5,1.54,0.92,0.15,3.07,2.41,10.28,36.75,48.7,37.08,ZONE_A,synthetic
2026-01-03 00:24:00,3.72,2.59,5.61,4.13,0.56,3.03,2.67,10.05,31.84,43.8,37.63,ZONE_B,synthetic
2026-01-03 00:25:00,1.26,0.78,1.98,1.43,0.19,3.19,2.98,10.51,36.81,51.9,37.11,ZONE_A,synthetic
2026-01-03 00:26:00,1.21,0.93,1.75,1.24,0.18,3.0,2.56,9.63,26.6,54.5,36.4,ZONE_A,synthetic
2026-01-03 00:27:00,0.99,0.51,1.46,0.84,0.15,3.55,2.95,9.88,32.96,52.1,36.62,ZONE_A,synthetic
2026-01-03 00:28:00,0.84,0.67,1.09,0.92,0.13,3.4,3.09,8.62,27.36,48.1,36.55,ZONE_A,synthetic
2026-01-03 00:29:00,0.77,0.75,0.88,0.75,0.11,3.54,3.19,7.68,19.97,45.4,37.33,ZONE_A,synthetic
2026-01-03 00:30:00,0.62,0.5,0.95,0.77,0.09,3.51,3.08,10.14,31.14,39.7,34.87,ZONE_A,synthetic
2026-01-03 00:31:00,3.87,2.58,5.76,4.0,0.58,3.52,2.77,9.91,30.98,29.4,36.9,ZONE_B,synthetic
2026-01-03 00:32:00,0.51,0.19,0.75,0.41,0.08,3.31,2.75,9.68,41.11,37.7,36.99,ZONE_A,synthetic
2026-01-03 00:33:00,0.19,0.05,0.28,0.08,0.02,2.99,2.96,15.0,8.05,0.0,27.68,ZONE_A,synthetic
2026-01-03 00:34:00,0.58,0.36,0.79,0.35,0.09,3.25,2.65,9.19,19.56,44.4,36.36,ZONE_A,synthetic
2026-01-03 00:35:00,0.5,0.22,0.56,0.29,0.07,3.21,2.55,7.44,26.53,41.3,38.08,ZONE_A,synthetic
2026-01-03 00:36:00,0.5,0.19,0.44,0.16,0.07,3.05,2.44,5.89,16.24,35.9,38.28,ZONE_A,synthetic
2026-01-03 00:37:00,3.21,2.15,4.65,3.08,0.48,3.45,2.82,9.67,28.61,37.0,39.81,ZONE_B,synthetic
2026-01-03 00:38:00,0.5,0.36,0.67,0.68,0.07,3.73,3.16,8.97,37.3,35.2,38.85,ZONE_A,synthetic
2026-01-03 00:39:00,0.5,0.14,0.86,0.43,0.07,3.42,2.8,11.41,43.46,39.0,37.62,ZONE_A,synthetic
2026-01-03 00:40:00,0.5,0.17,0.87,0.6,0.07,3.53,2.77,11.6,60.3,37.3,34.78,ZONE_A,synthetic
2026-01-03 00:41:00,0.5,0.16,0.9,0.41,0.07,3.21,2.58,11.96,40.83,31.6,36.08,ZONE_A,synthetic
2026-01-03 00:42:00,2.43,1.52,3.62,2.34,0.36,3.06,2.09,9.92,30.8,33.5,35.69,ZONE_A,synthetic
2026-01-03 00:43:00,0.27,0.06,0.4,0.09,0.03,2.62,2.61,15.0,9.04,0.0,28.42,ZONE_A,synthetic
2026-01-03 00:44:00,0.5,-0.1,0.63,0.06,0.07,2.66,2.08,8.44,6.05,37.6,35.73,ZONE_A,synthetic
2026-01-03 00:45:00,0.55,0.17,0.85,0.33,0.08,2.69,2.04,10.32,32.92,30.7,35.93,ZONE_A,synthetic
2026-01-03 00:46:00,0.31,0.06,0.47,0.09,0.03,2.88,2.93,15.0,8.93,0.0,29.09,ZONE_A,synthetic
2026-01-03 00:47:00,0.71,0.47,1.13,0.85,0.11,2.59,2.24,10.64,36.34,34.3,35.73,ZONE_A,synthetic
2026-01-03 00:48:00,0.87,0.63,1.27,0.99,0.13,2.93,2.52,9.74,31.14,26.9,38.21,ZONE_A,synthetic
2026-01-03 00:49:00,3.66,2.39,5.46,3.64,0.55,3.06,2.53,9.94,30.5,24.7,38.12,ZONE_B,synthetic
2026-01-03 00:50:00,0.6,0.39,0.91,0.65,0.09,2.83,2.37,10.15,33.11,28.1,39.51,ZONE_A,synthetic
2026-01-03 00:51:00,0.62,0.4,0.92,0.59,0.09,2.68,2.2,9.93,29.72,29.3,41.8,ZONE_A,synthetic
2026-01-03 00:52:00,0.7,0.49,1.13,0.75,0.1,3.04,2.48,10.78,30.33,25.3,40.63,ZONE_A,synthetic
2026-01-03 00:53:00,0.84,0.59,1.35,0.69,0.13,3.12,2.44,10.7,23.47,23.0,40.44,ZONE_A,synthetic
2026-01-03 00:54:00,0.31,0.05,0.47,0.08,0.03,2.93,3.1,15.0,7.91,0.0,32.24,ZONE_A,synthetic
2026-01-03 00:55:00,0.28,0.06,0.43,0.1,0.03,2.93,2.88,15.0,9.65,0.0,30.09,ZONE_A,synthetic
2026-01-03 00:56:00,0.7,0.48,1.01,0.72,0.11,3.23,2.89,9.53,29.64,24.7,39.68,ZONE_A,synthetic
2026-01-03 00:57:00,0.51,0.52,0.65,0.56,0.08,3.19,2.81,8.55,21.73,33.6,39.97,ZONE_A,synthetic
2026-01-03 00:58:00,0.31,0.06,0.47,0.09,0.03,3.25,3.11,15.0,8.77,0.0,28.47,ZONE_A,synthetic
2026-01-03 00:59:00,0.31,-0.01,0.46,-0.02,0.03,3.16,3.29,15.0,-1.93,0.0,29.25,ZONE_A,synthetic
2026-01-03 01:00:00,0.5,0.59,0.47,0.53,0.07,3.53,3.14,6.31,18.02,31.2,39.21,ZONE_A,synthetic
2026-01-03 01:01:00,0.5,0.61,0.5,0.6,0.07,3.05,2.69,6.7,19.48,23.4,38.85,ZONE_A,synthetic
2026-01-03 01:02:00,0.29,-0.0,0.43,-0.0,0.03,3.08,2.91,15.0,-0.21,0.0,30.29,ZONE_A,synthetic
2026-01-03 01:03:00,0.3,0.0,0.45,0.01,0.03,2.81,2.88,15.0,0.75,0.0,29.99,ZONE_A,synthetic
2026-01-03 01:04:00,0.24,0.03,0.36,0.05,0.02,2.93,2.88,15.0,4.52,0.0,31.36,ZONE_A,synthetic
2026-01-03 01:05:00,0.55,0.18,0.58,0.18,0.08,3.16,2.58,7.0,17.63,15.3,39.68,ZONE_A,synthetic
2026-01-03 01:06:00,0.5,0.31,0.4,0.26,0.07,3.26,3.03,5.27,16.48,20.5,40.41,ZONE_A,synthetic
2026-01-03 01:07:00,0.5,0.56,0.6,0.56,0.07,3.27,2.75,7.96,20.13,14.6,41.53,ZONE_A,synthetic
2026-01-03 01:08:00,0.5,0.32,0.47,0.37,0.07,3.36,2.89,6.24,23.09,15.6,41.94,ZONE_A,synthetic
2026-01-03 01:09:00,3.29,2.27,4.85,3.31,0.49,3.5,2.93,9.82,29.2,14.0,42.33,ZONE_B,synthetic
2026-01-03 01:10:00,0.5,0.21,0.8,0.53,0.07,3.21,2.75,10.71,49.45,22.0,42.68,ZONE_A,synthetic
2026-01-03 01:11:00,0.18,0.03,0.27,0.05,0.02,3.18,3.28,15.0,5.13,0.0,32.34,ZONE_A,synthetic
2026-01-03 01:12:00,0.5,0.57,0.67,0.68,0.07,3.2,2.84,8.95,24.12,27.4,40.53,ZONE_A,synthetic
2026-01-03 01:13:00,0.23,0.01,0.35,0.01,0.02,2.9,3.06,15.0,0.93,0.0,27.9,ZONE_A,synthetic
2026-01-03 01:14:00,0.5,0.46,0.82,0.61,0.07,3.17,2.7,11.0,26.96,26.2,38.94,ZONE_A,synthetic
2026-01-03 01:15:00,0.25,-0.01,0.38,-0.02,0.03,2.88,2.92,15.0,-1.71,0.0,27.24,ZONE_A,synthetic
2026-01-03 01:16:00,0.58,0.35,0.98,0.59,0.09,2.93,2.54,11.28,33.32,28.9,40.34,ZONE_A,synthetic
2026-01-03 01:17:00,0.25,0.0,0.37,0.0,0.02,3.08,3.11,15.0,0.43,0.0,29.92,ZONE_A,synthetic
2026-01-03 01:18:00,0.24,0.04,0.36,0.06,0.02,3.14,3.01,15.0,5.98,0.0,29.65,ZONE_A,synthetic
2026-01-03 01:19:00,0.5,0.38,0.97,0.78,0.08,2.86,2.59,12.86,40.69,20.8,43.24,ZONE_A,synthetic
2026-01-03 01:20:00,0.59,0.44,0.96,0.73,0.09,2.8,2.32,10.84,32.95,13.9,40.65,ZONE_A,synthetic
2026-01-03 01:21:00,0.57,0.4,1.06,0.81,0.09,3.39,3.05,12.36,41.04,26.7,42.16,ZONE_A,synthetic
2026-01-03 01:22:00,3.35,2.57,5.13,3.7,0.5,3.41,3.1,10.21,28.74,24.1,38.98,ZONE_B,synthetic
2026-01-03 01:23:00,0.23,0.08,0.35,0.12,0.02,3.31,3.01,15.0,12.05,0.0,30.2,ZONE_A,synthetic
2026-01-03 01:24:00,0.74,0.37,1.41,0.9,0.11,3.45,2.96,12.72,48.47,33.3,42.35,ZONE_A,synthetic
2026-01-03 01:25:00,0.78,0.55,1.33,1.04,0.12,3.51,3.13,11.43,37.38,27.8,42.29,ZONE_A,synthetic
2026-01-03 01:26:00,0.53,0.53,0.97,0.71,0.08,3.44,2.91,12.17,27.12,28.5,43.59,ZONE_A,synthetic
2026-01-03 01:27:00,2.63,1.89,4.08,2.91,0.39,3.6,2.97,10.34,30.74,35.1,43.13,ZONE_A,synthetic
2026-01-03 01:28:00,0.5,0.1,0.72,0.37,0.07,3.63,2.95,9.57,36.85,33.9,41.03,ZONE_A,synthetic
2026-01-03 01:29:00,0.5,0.15,0.58,0.18,0.07,3.7,2.8,7.73,17.92,39.5,39.7,ZONE_A,synthetic
2026-01-03 01:30:00,0.59,0.13,0.8,0.31,0.09,3.6,2.92,9.07,30.52,37.3,39.13,ZONE_A,synthetic
2026-01-03 01:31:00,0.5,0.26,0.63,0.31,0.07,3.64,3.12,8.4,24.19,33.9,39.07,ZONE_A,synthetic
2026-01-03 01:32:00,0.5,0.39,0.62,0.38,0.07,3.97,3.27,8.25,19.58,34.1,37.93,ZONE_A,synthetic
2026-01-03 01:33:00,0.37,0.07,0.56,0.1,0.04,2.91,2.98,15.0,9.86,0.0,25.13,ZONE_A,synthetic
2026-01-03 01:34:00,0.5,0.24,0.63,0.33,0.07,4.15,3.62,8.43,28.09,41.7,34.45,ZONE_A,synthetic
2026-01-03 01:35:00,0.5,0.39,0.64,0.56,0.07,4.21,3.85,8.57,28.8,43.6,33.31,ZONE_A,synthetic
2026-01-03 01:36:00,0.5,0.5,0.58,0.61,0.07,4.18,3.65,7.71,24.14,37.9,36.06,ZONE_A,synthetic
2026-01-03 01:37:00,2.41,1.7,3.54,2.59,0.36,4.11,3.63,9.79,30.39,37.8,36.57,ZONE_A,synthetic
2026-01-03 01:38:00,0.5,0.57,0.68,0.56,0.07,4.28,3.7,9.1,19.78,37.6,39.58,ZONE_A,synthetic
2026-01-03 01:39:00,0.5,0.55,0.8,0.61,0.07,3.88,3.3,10.64,22.02,34.2,39.51,ZONE_A,synthetic
2026-01-03 01:40:00,0.5,0.32,0.8,0.48,0.07,3.68,3.13,10.65,29.92,33.3,37.68,ZONE_A,synthetic
2026-01-03 01:41:00,0.5,0.2,0.72,0.5,0.07,3.39,2.93,9.6,49.99,34.6,38.31,ZONE_A,synthetic
2026-01-03 01:42:00,3.31,2.26,5.1,3.54,0.5,3.3,2.84,10.26,31.36,28.6,38.81,ZONE_B,synthetic
2026-01-03 01:43:00,0.5,0.47,0.74,0.51,0.07,3.35,2.83,9.92,21.43,24.0,37.08,ZONE_A,synthetic
2026-01-03 01:44:00,0.51,0.3,0.85,0.51,0.08,3.29,2.81,11.23,33.77,23.3,37.57,ZONE_A,synthetic
2026-01-03 01:45:00,0.35,0.07,0.52,0.1,0.03,2.9,2.81,15.0,10.19,0.0,27.34,ZONE_A,synthetic
2026-01-03 01:46:00,0.5,0.22,0.68,0.34,0.07,3.15,2.71,9.13,30.28,25.9,37.5,ZONE_A,synthetic
2026-01-03 01:47:00,0.32,0.06,0.48,0.09,0.03,3.01,3.09,15.0,8.55,0.0,27.36,ZONE_A,synthetic
2026-01-03 01:48:00,0.29,0.04,0.43,0.06,0.03,3.0,2.97,15.0,5.68,0.0,28.79,ZONE_A,synthetic
2026-01-03 01:49:00,0.74,0.25,1.18,0.29,0.11,3.02,2.15,10.64,22.9,31.4,38.64,ZONE_A,synthetic
2026-01-03 01:50:00,0.31,0.04,0.47,0.06,0.03,2.69,2.6,15.0,6.14,0.0,26.91,ZONE_A,synthetic
2026-01-03 01:51:00,0.35,0.04,0.52,0.06,0.03,2.55,2.75,15.0,5.75,0.0,26.88,ZONE_A,synthetic
2026-01-03 01:52:00,0.61,0.27,1.06,0.53,0.09,3.15,2.53,11.63,39.26,29.2,36.0,ZONE_A,synthetic
2026-01-03 01:53:00,0.35,0.03,0.53,0.05,0.04,2.91,2.92,15.0,5.23,0.0,28.57,ZONE_A,synthetic
2026-01-03 01:54:00,0.46,0.04,0.7,0.06,0.05,2.93,2.96,15.0,6.36,0.0,26.88,ZONE_A,synthetic
2026-01-03 01:55:00,0.74,0.57,1.28,1.03,0.11,3.19,2.83,11.46,35.83,29.7,35.58,ZONE_A,synthetic
2026-01-03 01:56:00,0.37,0.09,0.56,0.14,0.04,3.28,2.98,15.0,13.83,0.0,29.28,ZONE_A,synthetic
2026-01-03 01:57:00,0.59,0.33,1.02,0.55,0.09,3.09,2.56,11.54,33.85,32.3,35.23,ZONE_A,synthetic
2026-01-03 01:58:00,0.51,0.44,0.87,0.82,0.08,2.92,2.7,11.36,37.21,35.9,34.86,ZONE_A,synthetic
2026-01-03 01:59:00,0.34,0.12,0.52,0.19,0.03,3.16,3.15,15.0,18.51,0.0,27.28,ZONE_A,synthetic
2026-01-03 02:00:00,0.6,0.65,0.95,0.81,0.09,3.12,2.69,10.49,25.07,30.1,33.82,ZONE_A,synthetic
2026-01-03 02:01:00,0.91,0.72,1.48,1.37,0.14,2.94,2.71,10.82,37.9,30.3,33.37,ZONE_A,synthetic
2026-01-03 02:02:00,0.85,0.76,1.4,1.18,0.13,2.93,2.72,10.95,31.04,30.1,34.6,ZONE_A,synthetic
2026-01-03 02:03:00,0.8,0.84,1.28,1.07,0.12,3.39,3.01,10.71,25.64,22.1,31.82,ZONE_A,synthetic
2026-01-03 02:04:00,0.77,0.54,1.14,0.69,0.11,2.87,2.34,9.97,25.79,13.5,32.47,ZONE_A,synthetic
2026-01-03 02:05:00,0.26,0.15,0.39,0.22,0.03,2.99,2.79,15.0,21.92,0.0,26.33,ZONE_A,synthetic
2026-01-03 02:06:00,0.16,0.17,0.24,0.25,0.02,2.83,2.56,15.0,25.16,0.0,29.06,ZONE_A,synthetic
2026-01-03 02:07:00,0.86,0.23,1.25,0.25,0.13,2.84,1.93,9.75,21.86,7.9,35.07,ZONE_A,synthetic
2026-01-03 02:08:00,0.88,0.28,1.25,0.65,0.13,2.89,2.34,9.4,46.38,10.0,36.38,ZONE_A,synthetic
2026-01-03 02:09:00,0.71,0.48,1.04,0.52,0.11,3.02,2.39,9.77,21.73,14.6,37.89,ZONE_A,synthetic
2026-01-03 02:10:00,0.72,0.38,0.92,0.61,0.11,3.02,2.65,8.53,32.09,17.5,38.34,ZONE_A,synthetic
2026-01-03 02:11:00,0.78,0.72,1.13,0.84,0.12,2.96,2.56,9.73,23.56,22.8,38.15,ZONE_A,synthetic
2026-01-03 02:12:00,0.17,0.13,0.26,0.2,0.02,3.07,3.09,15.0,19.97,0.0,29.41,ZONE_A,synthetic
2026-01-03 02:13:00,0.89,0.68,1.33,1.03,0.13,2.71,2.31,9.97,30.17,24.4,38.74,ZONE_A,synthetic
2026-01-03 02:14:00,0.21,0.12,0.31,0.19,0.02,3.03,3.2,15.0,18.67,0.0,28.72,ZONE_A,synthetic
2026-01-03 02:15:00,0.56,0.59,0.93,0.98,0.08,2.85,2.68,10.97,33.41,11.9,36.31,ZONE_A,synthetic
2026-01-03 02:16:00,0.54,0.62,1.0,0.87,0.08,2.71,2.52,12.27,28.17,24.4,33.61,ZONE_A,synthetic
2026-01-03 02:17:00,0.5,0.57,0.86,0.75,0.07,2.81,2.45,11.47,26.42,37.3,34.11,ZONE_A,synthetic
2026-01-03 02:18:00,0.5,0.33,0.82,0.72,0.07,2.77,2.47,10.99,44.38,29.6,34.24,ZONE_A,synthetic
2026-01-03 02:19:00,0.79,0.71,1.23,1.05,0.12,2.91,2.6,10.32,29.47,23.8,32.86,ZONE_A,synthetic
2026-01-03 02:20:00,0.19,0.11,0.29,0.17,0.02,3.33,3.32,15.0,16.91,0.0,27.21,ZONE_A,synthetic
2026-01-03 02:21:00,0.82,0.67,1.45,1.19,0.12,3.18,2.81,11.85,35.6,29.9,33.15,ZONE_A,synthetic
2026-01-03 02:22:00,0.14,0.12,0.21,0.18,0.01,2.94,2.96,15.0,17.92,0.0,24.97,ZONE_A,synthetic
2026-01-03 02:23:00,0.22,0.11,0.33,0.16,0.02,2.81,2.78,15.0,16.12,0.0,26.53,ZONE_A,synthetic
2026-01-03 02:24:00,0.26,0.11,0.4,0.16,0.03,2.77,2.85,15.0,16.32,0.0,27.65,ZONE_A,synthetic
2026-01-03 02:25:00,0.67,0.4,1.12,0.65,0.1,2.68,2.28,11.07,32.32,40.7,35.18,ZONE_A,synthetic
2026-01-03 02:26:00,0.68,0.48,1.09,0.59,0.1,2.94,2.26,10.6,24.73,39.1,33.15,ZONE_A,synthetic
2026-01-03 02:27:00,0.5,0.27,0.79,0.51,0.07,2.94,2.39,10.51,37.91,34.3,32.59,ZONE_A,synthetic
2026-01-03 02:28:00,0.22,0.14,0.33,0.21,0.02,3.02,3.0,15.0,20.94,0.0,26.09,ZONE_A,synthetic
2026-01-03 02:29:00,0.5,0.39,0.9,0.79,0.07,2.92,2.76,12.02,40.06,46.2,36.1,ZONE_A,synthetic
2026-01-03 02:30:00,0.14,0.13,0.22,0.2,0.01,3.25,3.19,15.0,20.12,0.0,26.06,ZONE_A,synthetic
2026-01-03 02:31:00,0.5,0.54,0.83,0.74,0.07,3.01,2.5,11.07,27.28,52.8,37.1,ZONE_A,synthetic
2026-01-03 02:32:00,0.5,0.33,0.91,0.72,0.07,3.07,2.94,12.17,43.79,53.1,36.02,ZONE_A,synthetic
2026-01-03 02:33:00,0.12,0.14,0.18,0.21,0.01,3.2,3.01,15.0,21.2,0.0,24.94,ZONE_A,synthetic
2026-01-03 02:34:00,0.17,0.15,0.25,0.23,0.02,3.07,3.12,15.0,22.62,0.0,27.39,ZONE_A,synthetic
2026-01-03 02:35:00,0.07,0.14,0.11,0.21,0.01,2.92,3.01,10.64,21.26,0.0,29.53,ZONE_A,synthetic
2026-01-03 02:36:00,0.5,0.21,0.78,0.38,0.07,3.21,2.65,10.38,35.42,54.3,39.06,ZONE_A,synthetic
2026-01-03 02:37:00,0.5,0.34,0.73,0.45,0.07,2.87,2.26,9.77,26.62,55.0,41.23,ZONE_A,synthetic
2026-01-03 02:38:00,0.5,0.16,0.68,0.33,0.07,2.58,2.04,9.07,32.94,55.2,42.89,ZONE_A,synthetic
2026-01-03 02:39:00,0.5,0.16,0.74,0.52,0.07,2.67,2.39,9.89,52.4,52.9,44.03,ZONE_A,synthetic
2026-01-03 02:40:00,0.5,0.3,0.58,0.36,0.07,2.98,2.48,7.75,24.14,45.1,42.11,ZONE_A,synthetic
2026-01-03 02:41:00,0.5,0.3,0.65,0.4,0.07,2.85,2.32,8.7,27.29,52.0,39.53,ZONE_A,synthetic
2026-01-03 02:42:00,0.67,0.4,0.89,0.53,0.1,2.61,2.09,8.9,26.18,57.2,40.56,ZONE_A,synthetic
2026-01-03 02:43:00,0.09,0.13,0.14,0.19,0.01,2.79,2.84,13.78,19.35,0.0,27.72,ZONE_A,synthetic
2026-01-03 02:44:00,0.03,0.12,0.04,0.18,0.0,2.71,2.75,4.15,17.87,0.0,27.28,ZONE_A,synthetic
2026-01-03 02:45:00,0.9,0.68,1.05,0.8,0.13,2.99,2.46,7.79,23.44,53.2,37.3,ZONE_A,synthetic
2026-01-03 02:46:00,0.07,0.12,0.1,0.19,0.01,2.9,2.92,9.97,18.54,0.0,24.45,ZONE_A,synthetic
2026-01-03 02:47:00,0.62,0.37,0.72,0.64,0.09,3.04,2.8,7.75,34.24,52.0,36.24,ZONE_A,synthetic
2026-01-03 02:48:00,0.63,0.58,0.92,0.89,0.09,3.34,2.93,9.78,30.89,50.5,37.76,ZONE_A,synthetic
2026-01-03 02:49:00,0.73,0.77,1.18,1.07,0.11,3.26,2.92,10.73,27.82,46.5,37.38,ZONE_A,synthetic
2026-01-03 02:50:00,0.1,0.08,0.16,0.12,0.01,3.12,3.08,15.0,11.68,0.0,24.05,ZONE_A,synthetic
2026-01-03 02:51:00,0.69,0.44,1.11,0.67,0.1,3.52,2.88,10.74,30.05,47.9,37.81,ZONE_A,synthetic
2026-01-03 02:52:00,0.82,0.57,1.31,0.8,0.12,3.53,2.83,10.59,28.11,46.4,36.99,ZONE_A,synthetic
2026-01-03 02:53:00,0.52,0.52,0.85,0.83,0.08,3.55,3.24,11.03,32.12,36.2,36.42,ZONE_A,synthetic
2026-01-03 02:54:00,0.65,0.79,1.12,1.0,0.1,3.36,2.97,11.39,25.27,34.4,35.79,ZONE_A,synthetic
2026-01-03 02:55:00,0.2,0.04,0.31,0.06,0.02,3.08,3.07,15.0,5.92,0.0,23.93,ZONE_A,synthetic
2026-01-03 02:56:00,0.64,0.57,1.05,0.87,0.1,3.11,2.75,10.95,30.44,31.5,32.88,ZONE_A,synthetic
2026-01-03 02:57:00,0.21,0.01,0.32,0.02,0.02,3.31,3.22,15.0,1.59,0.0,23.67,ZONE_A,synthetic
2026-01-03 02:58:00,0.1,-0.01,0.15,-0.01,0.01,3.24,3.34,14.84,-1.16,0.0,24.99,ZONE_A,synthetic
2026-01-03 02:59:00,0.62,0.58,0.99,0.82,0.09,3.56,3.1,10.62,28.13,33.4,34.86,ZONE_A,synthetic
2026-01-03 03:00:00,0.59,0.55,1.07,0.84,0.09,3.56,2.98,12.22,30.48,31.0,34.13,ZONE_A,synthetic
2026-01-03 03:01:00,0.93,0.57,1.48,0.93,0.14,3.75,3.14,10.6,32.83,28.8,33.25,ZONE_A,synthetic
2026-01-03 03:02:00,0.16,-0.01,0.24,-0.01,0.02,2.98,3.17,15.0,-0.89,0.0,25.52,ZONE_A,synthetic
2026-01-03 03:03:00,0.88,0.86,1.45,1.21,0.13,3.82,3.5,10.97,27.98,24.3,35.02,ZONE_A,synthetic
2026-01-03 03:04:00,0.83,0.74,1.37,1.03,0.12,3.51,2.95,10.95,27.64,25.1,37.26,ZONE_A,synthetic
