Timestamp,ambient_temp_c,relative_humidity_pct,dew_point_c,heat_index_c,wireless_signal_strength_dbm,environmental_baseline_offset
2026-01-02 15:23:00,27.09,51.5,16.22,28.81,-66,1.1
2026-01-02 15:24:00,27.79,51.8,16.96,29.8,-67,1.14
2026-01-02 15:25:00,27.24,52.7,16.72,29.16,-65,1.11
2026-01-02 15:26:00,26.28,52.6,15.81,27.85,-62,1.06
2026-01-02 15:27:00,29.23,52.4,18.47,31.88,-64,1.21
2026-01-02 15:28:00,28.72,53.2,18.24,31.26,-66,1.19
2026-01-02 15:29:00,28.58,53.3,18.13,31.08,-67,1.18
2026-01-02 15:30:00,27.73,52.4,17.07,29.79,-67,1.14
2026-01-02 15:31:00,28.54,52.3,17.8,30.9,-67,1.18
2026-01-02 15:32:00,25.86,51.9,15.22,27.21,-64,1.04
2026-01-02 15:33:00,26.92,52.7,16.43,28.73,-65,1.1
2026-01-02 15:34:00,28.43,52.6,17.78,30.78,-66,1.17
2026-01-02 15:35:00,28.37,52.1,17.58,30.63,-69,1.17
2026-01-02 15:36:00,29.47,52.3,18.64,32.19,-68,1.22
2026-01-02 15:37:00,29.89,51.7,18.86,32.71,-67,1.24
2026-01-02 15:38:00,30.36,51.3,19.17,33.33,-66,1.27
2026-01-02 15:39:00,30.17,51.4,19.01,33.06,-68,1.26
2026-01-02 15:40:00,31.9,50.5,20.32,35.4,-67,1.34
2026-01-02 15:41:00,32.91,49.9,21.07,36.78,-67,1.4
2026-01-02 15:42:00,32.35,50.2,20.64,36.0,-64,1.37
2026-01-02 15:43:00,32.25,52.4,21.24,36.2,-64,1.36
2026-01-02 15:44:00,33.74,53.0,22.8,38.53,-63,1.44
2026-01-02 15:45:00,32.76,51.9,21.57,36.89,-62,1.39
2026-01-02 15:46:00,32.08,51.0,20.65,35.74,-62,1.35
2026-01-02 15:47:00,31.28,50.9,19.87,34.57,-63,1.31
2026-01-02 15:48:00,30.94,51.5,19.74,34.16,-66,1.3
2026-01-02 15:49:00,32.03,52.5,21.08,35.91,-67,1.35
2026-01-02 15:50:00,32.11,51.8,20.93,35.91,-69,1.36
2026-01-02 15:51:00,31.52,51.2,20.21,34.97,-69,1.33
2026-01-02 15:52:00,31.88,50.7,20.38,35.41,-70,1.34
2026-01-02 15:53:00,32.46,51.3,21.08,36.34,-69,1.37
2026-01-02 15:54:00,33.65,53.2,22.79,38.42,-69,1.43
2026-01-02 15:55:00,33.8,52.0,22.53,38.44,-71,1.44
2026-01-02 15:56:00,33.42,52.8,22.44,38.01,-69,1.42
2026-01-02 15:57:00,34.03,52.9,23.03,38.94,-68,1.45
2026-01-02 15:58:00,35.19,54.4,24.57,41.0,-67,1.51
2026-01-02 15:59:00,34.98,55.6,24.74,40.89,-67,1.5
2026-01-02 16:00:00,35.11,53.5,24.24,40.72,-67,1.51
2026-01-02 16:01:00,35.13,53.4,24.21,40.73,-66,1.51
2026-01-02 16:02:00,34.3,53.7,23.53,39.5,-65,1.47
2026-01-02 16:03:00,34.67,53.4,23.78,40.01,-66,1.48
2026-01-02 16:04:00,37.48,53.2,26.31,44.39,-69,1.62
2026-01-02 16:05:00,36.64,53.5,25.64,43.11,-71,1.58
2026-01-02 16:06:00,37.12,54.2,26.3,44.02,-71,1.61
2026-01-02 16:07:00,37.76,53.5,26.66,44.91,-71,1.64
2026-01-02 16:08:00,38.59,54.7,27.82,46.54,-72,1.68
2026-01-02 16:09:00,38.25,56.1,27.92,46.28,-72,1.66
2026-01-02 16:10:00,39.0,54.8,28.22,47.24,-72,1.7
2026-01-02 16:11:00,38.95,53.9,27.9,46.96,-70,1.7
2026-01-02 16:12:00,40.58,53.1,29.12,49.5,-72,1.78
2026-01-02 16:13:00,39.04,53.8,27.94,47.08,-71,1.7
2026-01-02 16:14:00,40.28,53.5,29.0,49.11,-72,1.76
2026-01-02 16:15:00,40.31,52.9,28.82,49.0,-70,1.77
2026-01-02 16:16:00,38.8,52.8,27.41,46.46,-71,1.69
2026-01-02 16:17:00,37.15,53.4,26.06,43.9,-72,1.61
2026-01-02 16:18:00,36.35,53.2,25.26,42.58,-72,1.57
2026-01-02 16:19:00,35.52,52.7,24.35,41.19,-71,1.53
2026-01-02 16:20:00,34.42,53.7,23.65,39.68,-70,1.47
2026-01-02 16:21:00,34.25,54.0,23.57,39.47,-68,1.46
2026-01-02 16:22:00,34.63,52.9,23.6,39.86,-67,1.48
2026-01-02 16:23:00,33.43,54.4,22.95,38.3,-68,1.42
2026-01-02 16:24:00,31.7,55.8,21.77,35.93,-69,1.34
2026-01-02 16:25:00,31.41,56.8,21.78,35.65,-71,1.32
2026-01-02 16:26:00,32.66,56.6,22.88,37.49,-71,1.38
2026-01-02 16:27:00,30.49,54.8,20.35,34.0,-70,1.27
2026-01-02 16:28:00,30.05,54.1,19.74,33.27,-70,1.25
2026-01-02 16:29:00,31.04,53.2,20.37,34.56,-70,1.3
2026-01-02 16:30:00,31.67,52.1,20.62,35.32,-70,1.33
2026-01-02 16:31:00,31.33,52.0,20.26,34.81,-71,1.32
2026-01-02 16:32:00,31.44,52.7,20.58,35.06,-70,1.32
2026-01-02 16:33:00,31.56,53.4,20.92,35.36,-71,1.33
2026-01-02 16:34:00,30.93,53.3,20.3,34.43,-71,1.3
2026-01-02 16:35:00,32.47,52.6,21.52,36.57,-70,1.37
2026-01-02 16:36:00,32.53,53.7,21.91,36.83,-70,1.38
2026-01-02 16:37:00,33.78,52.5,22.7,38.51,-70,1.44
2026-01-02 16:38:00,33.89,53.2,23.01,38.79,-69,1.44
2026-01-02 16:39:00,32.77,52.7,21.81,37.02,-69,1.39
2026-01-02 16:40:00,32.04,53.8,21.48,36.11,-67,1.35
2026-01-02 16:41:00,30.89,53.9,20.44,34.44,-67,1.29
2026-01-02 16:42:00,32.12,54.2,21.68,36.3,-68,1.36
2026-01-02 16:43:00,30.83,54.2,20.49,34.41,-67,1.29
2026-01-02 16:44:00,29.34,53.6,18.93,32.19,-69,1.22
2026-01-02 16:45:00,29.05,51.7,18.09,31.53,-69,1.2
2026-01-02 16:46:00,27.82,52.9,17.3,29.97,-69,1.14
2026-01-02 16:47:00,26.98,52.3,16.35,28.75,-68,1.1
2026-01-02 16:48:00,28.72,52.0,17.86,31.1,-68,1.19
2026-01-02 16:49:00,29.43,51.8,18.45,32.07,-69,1.22
2026-01-02 16:50:00,30.29,49.8,18.62,33.0,-68,1.26
2026-01-02 16:51:00,31.05,51.4,19.84,34.32,-67,1.3
2026-01-02 16:52:00,31.31,52.0,20.26,34.79,-68,1.32
2026-01-02 16:53:00,32.56,51.8,21.34,36.56,-67,1.38
2026-01-02 16:54:00,32.45,52.3,21.41,36.49,-65,1.37
2026-01-02 16:55:00,31.96,52.9,21.14,35.86,-69,1.35
2026-01-02 16:56:00,31.92,53.2,21.17,35.84,-69,1.35
2026-01-02 16:57:00,31.6,53.3,20.94,35.41,-70,1.33
2026-01-02 16:58:00,30.76,51.1,19.45,33.85,-69,1.29
2026-01-02 16:59:00,32.48,50.3,20.78,36.21,-68,1.37
2026-01-02 17:00:00,33.82,50.1,21.96,38.15,-67,1.44
2026-01-02 17:01:00,32.44,49.6,20.53,36.04,-66,1.37
2026-01-02 17:02:00,33.85,51.3,22.36,38.4,-66,1.44
2026-01-02 17:03:00,34.88,51.1,23.25,39.92,-65,1.49
2026-01-02 17:04:00,33.29,51.8,22.02,37.65,-65,1.41
2026-01-02 17:05:00,32.84,53.1,22.02,37.19,-65,1.39
2026-01-02 17:06:00,31.72,52.4,20.77,35.44,-66,1.34
2026-01-02 17:07:00,29.82,54.3,19.58,32.96,-63,1.24
2026-01-02 17:08:00,30.58,54.7,20.41,34.12,-61,1.28
2026-01-02 17:09:00,29.94,53.4,19.43,33.02,-64,1.25
2026-01-02 17:10:00,30.72,55.3,20.72,34.41,-63,1.29
2026-01-02 17:11:00,31.2,55.8,21.31,35.2,-62,1.31
2026-01-02 17:12:00,29.25,56.0,19.56,32.38,-61,1.21
2026-01-02 17:13:00,30.8,56.3,21.07,34.67,-60,1.29
2026-01-02 17:14:00,30.87,56.0,21.05,34.73,-62,1.29
2026-01-02 17:15:00,30.38,55.8,20.54,33.99,-61,1.27
2026-01-02 17:16:00,30.83,55.9,20.99,34.67,-65,1.29
2026-01-02 17:17:00,31.65,55.5,21.62,35.8,-63,1.33
2026-01-02 17:18:00,32.93,54.3,22.45,37.52,-63,1.4
2026-01-02 17:19:00,33.13,53.9,22.51,37.75,-62,1.41
2026-01-02 17:20:00,32.95,54.2,22.46,37.55,-62,1.4
2026-01-02 17:21:00,33.98,55.0,23.63,39.23,-63,1.45
2026-01-02 17:22:00,33.61,52.7,22.59,38.28,-62,1.43
2026-01-02 17:23:00,32.41,52.1,21.31,36.4,-62,1.37
2026-01-02 17:24:00,32.86,51.8,21.6,37.0,-63,1.39
2026-01-02 17:25:00,32.48,51.7,21.23,36.43,-65,1.37
2026-01-02 17:26:00,33.5,51.4,22.09,37.9,-63,1.43
2026-01-02 17:27:00,35.51,53.6,24.63,41.35,-60,1.53
2026-01-02 17:28:00,36.87,52.7,25.6,43.32,-59,1.59
2026-01-02 17:29:00,38.86,51.7,27.1,46.3,-60,1.69
2026-01-02 17:30:00,37.78,50.1,25.55,44.2,-58,1.64
2026-01-02 17:31:00,38.83,50.5,26.67,45.99,-61,1.69
2026-01-02 17:32:00,39.39,51.4,27.46,47.09,-64,1.72
2026-01-02 17:33:00,41.69,51.7,29.7,51.06,-68,1.83
2026-01-02 17:34:00,40.12,52.4,28.48,48.56,-71,1.76
2026-01-02 17:35:00,40.27,53.3,28.91,49.03,-70,1.76
2026-01-02 17:36:00,40.67,53.0,29.19,49.64,-68,1.78
2026-01-02 17:37:00,42.61,53.0,30.98,53.02,-67,1.88
2026-01-02 17:38:00,44.16,52.5,32.22,55.64,-68,1.96
2026-01-02 17:39:00,46.26,52.0,33.97,59.37,-71,2.06
2026-01-02 17:40:00,46.91,52.4,34.7,60.74,-73,2.1
2026-01-02 17:41:00,45.87,52.3,33.72,58.74,-75,2.04
2026-01-02 17:42:00,47.41,52.2,35.11,61.66,-77,2.12
2026-01-02 17:43:00,47.31,52.6,35.13,61.58,-78,2.12
2026-01-02 17:44:00,45.75,53.0,33.86,58.75,-78,2.04
2026-01-02 17:45:00,48.17,54.6,36.6,64.0,-79,2.16
2026-01-02 17:46:00,47.17,53.7,35.41,61.73,-80,2.11
2026-01-02 17:47:00,47.04,54.5,35.54,61.74,-76,2.1
2026-01-02 17:48:00,47.53,55.4,36.28,63.01,-77,2.13
2026-01-02 17:49:00,47.75,54.7,36.27,63.22,-77,2.14
2026-01-02 17:50:00,48.61,55.7,37.39,65.32,-76,2.18
2026-01-02 17:51:00,48.38,56.6,37.48,65.2,-73,2.17
2026-01-02 17:52:00,48.63,57.2,37.88,65.91,-74,2.18
2026-01-02 17:53:00,48.66,57.2,37.93,66.0,-71,2.18
2026-01-02 17:54:00,49.34,57.2,38.53,67.39,-71,2.22
2026-01-02 17:55:00,50.16,55.8,38.86,68.62,-73,2.26
2026-01-02 17:56:00,49.66,56.2,38.54,67.73,-72,2.23
2026-01-02 17:57:00,48.99,54.5,37.32,65.63,-72,2.2
2026-01-02 17:58:00,47.26,54.9,35.85,62.28,-69,2.11
2026-01-02 17:59:00,46.92,55.3,35.69,61.76,-70,2.1
2026-01-02 18:00:00,46.87,54.7,35.45,61.47,-72,2.09
2026-01-02 18:01:00,45.88,54.7,34.54,59.55,-71,2.04
2026-01-02 18:02:00,45.56,54.9,34.3,59.0,-73,2.03
2026-01-02 18:03:00,45.87,56.5,35.1,60.11,-72,2.04
2026-01-02 18:04:00,45.4,57.3,34.94,59.48,-72,2.02
2026-01-02 18:05:00,45.76,57.2,35.22,60.11,-72,2.04
2026-01-02 18:06:00,45.72,56.9,35.1,59.97,-70,2.04
2026-01-02 18:07:00,46.06,56.3,35.21,60.41,-70,2.05
2026-01-02 18:08:00,46.72,55.6,35.6,61.47,-74,2.09
2026-01-02 18:09:00,45.52,55.4,34.44,59.09,-71,2.03
2026-01-02 18:10:00,46.25,55.3,35.06,60.45,-72,2.06
2026-01-02 18:11:00,45.01,54.5,33.68,57.83,-73,2.0
2026-01-02 18:12:00,46.52,53.8,34.83,60.48,-74,2.08
2026-01-02 18:13:00,45.39,54.3,33.95,58.48,-75,2.02
2026-01-02 18:14:00,45.27,54.8,33.99,58.4,-77,2.01
2026-01-02 18:15:00,45.04,55.2,33.93,58.11,-75,2.0
2026-01-02 18:16:00,43.91,54.7,32.72,55.84,-73,1.95
2026-01-02 18:17:00,43.78,54.2,32.43,55.45,-71,1.94
2026-01-02 18:18:00,44.88,53.5,33.21,57.27,-71,1.99
2026-01-02 18:19:00,44.84,52.9,32.99,57.02,-74,1.99
2026-01-02 18:20:00,44.47,53.4,32.81,56.49,-75,1.97
2026-01-02 18:21:00,44.86,52.2,32.77,56.84,-73,1.99
2026-01-02 18:22:00,46.25,51.8,33.88,59.27,-74,2.06
2026-01-02 18:23:00,45.98,53.0,34.06,59.18,-74,2.05
2026-01-02 18:24:00,45.85,52.7,33.82,58.82,-72,2.04
2026-01-02 18:25:00,46.04,53.6,34.33,59.5,-72,2.05
2026-01-02 18:26:00,44.69,53.5,33.05,56.92,-72,1.98
2026-01-02 18:27:00,43.76,53.9,32.32,55.32,-71,1.94
2026-01-02 18:28:00,43.76,53.5,32.2,55.22,-73,1.94
2026-01-02 18:29:00,43.04,55.1,32.03,54.36,-71,1.9
2026-01-02 18:30:00,42.88,54.4,31.68,53.88,-70,1.89
2026-01-02 18:31:00,41.57,55.2,30.72,51.76,-67,1.83
2026-01-02 18:32:00,42.29,55.2,31.39,53.05,-69,1.86
2026-01-02 18:33:00,42.93,56.8,32.49,54.66,-71,1.9
2026-01-02 18:34:00,42.32,55.9,31.63,53.28,-71,1.87
2026-01-02 18:35:00,44.67,56.1,33.88,57.69,-73,1.98
2026-01-02 18:36:00,42.55,55.5,31.7,53.57,-71,1.88
2026-01-02 18:37:00,43.75,55.3,32.78,55.74,-70,1.94
2026-01-02 18:38:00,45.33,55.3,34.24,58.7,-69,2.02
2026-01-02 18:39:00,44.47,55.6,33.52,57.15,-67,1.97
2026-01-02 18:40:00,45.55,54.9,34.28,58.97,-66,2.03
2026-01-02 18:41:00,46.16,55.8,35.14,60.44,-65,2.06
2026-01-02 18:42:00,45.39,54.6,34.04,58.57,-66,2.02
2026-01-02 18:43:00,45.45,54.9,34.21,58.79,-66,2.02
2026-01-02 18:44:00,44.6,54.4,33.26,57.04,-63,1.98
2026-01-02 18:45:00,45.05,54.6,33.75,57.95,-63,2.0
2026-01-02 18:46:00,42.86,54.1,31.54,53.75,-60,1.89
2026-01-02 18:47:00,44.52,53.6,32.9,56.62,-61,1.98
2026-01-02 18:48:00,44.83,54.4,33.47,57.46,-61,1.99
2026-01-02 18:49:00,44.13,53.2,32.42,55.79,-62,1.96
2026-01-02 18:50:00,42.28,54.2,31.05,52.75,-62,1.86
2026-01-02 18:51:00,42.47,53.2,30.89,52.8,-63,1.87
2026-01-02 18:52:00,42.71,53.2,31.13,53.25,-63,1.89
2026-01-02 18:53:00,43.84,52.5,31.93,55.06,-62,1.94
2026-01-02 18:54:00,42.55,51.9,30.54,52.59,-62,1.88
2026-01-02 18:55:00,42.66,51.9,30.63,52.78,-63,1.88
2026-01-02 18:56:00,44.49,54.2,33.09,56.76,-65,1.97
2026-01-02 18:57:00,44.49,54.3,33.13,56.8,-68,1.97
2026-01-02 18:58:00,45.59,54.4,34.16,58.89,-68,2.03
2026-01-02 18:59:00,44.93,56.3,34.18,58.24,-63,2.0
2026-01-02 19:00:00,45.95,56.7,35.24,60.33,-67,2.05
2026-01-02 19:01:00,46.3,56.6,35.54,61.0,-66,2.07
2026-01-02 19:02:00,47.51,55.5,36.3,63.02,-68,2.13
2026-01-02 19:03:00,48.52,53.8,36.66,64.43,-69,2.18
2026-01-02 19:04:00,46.66,53.6,34.89,60.69,-71,2.08
2026-01-02 19:05:00,46.1,51.4,33.62,58.87,-73,2.05
2026-01-02 19:06:00,45.78,51.0,33.2,58.15,-74,2.04
2026-01-02 19:07:00,45.41,51.2,32.93,57.53,-72,2.02
2026-01-02 19:08:00,44.9,50.8,32.31,56.46,-71,2.0
2026-01-02 19:09:00,45.01,53.5,33.33,57.52,-70,2.0
2026-01-02 19:10:00,44.78,53.8,33.23,57.18,-72,1.99
2026-01-02 19:11:00,45.49,52.9,33.57,58.22,-72,2.02
2026-01-02 19:12:00,47.32,52.7,35.18,61.64,-73,2.12
2026-01-02 19:13:00,48.27,52.7,36.05,63.5,-72,2.16
2026-01-02 19:14:00,47.55,52.5,35.32,62.02,-72,2.13
2026-01-02 19:15:00,47.41,51.8,34.94,61.49,-72,2.12
2026-01-02 19:16:00,47.99,50.6,35.06,62.18,-72,2.15
2026-01-02 19:17:00,48.0,51.3,35.33,62.47,-71,2.15
2026-01-02 19:18:00,48.91,52.6,36.61,64.76,-71,2.2
2026-01-02 19:19:00,48.08,52.0,35.65,62.89,-70,2.15
2026-01-02 19:20:00,48.35,52.7,36.14,63.68,-71,2.17
2026-01-02 19:21:00,49.06,53.6,37.1,65.44,-71,2.2
2026-01-02 19:22:00,49.52,53.1,37.34,66.18,-70,2.23
2026-01-02 19:23:00,48.86,54.3,37.14,65.3,-70,2.19
2026-01-02 19:24:00,47.14,54.4,35.6,61.89,-70,2.11
2026-01-02 19:25:00,46.08,53.8,34.43,59.64,-71,2.05
2026-01-02 19:26:00,46.63,54.0,35.0,60.77,-70,2.08
2026-01-02 19:27:00,47.73,53.7,35.89,62.79,-68,2.14
2026-01-02 19:28:00,46.07,53.0,34.15,59.36,-68,2.05
2026-01-02 19:29:00,45.91,53.1,34.02,59.07,-69,2.05
2026-01-02 19:30:00,46.73,52.7,34.63,60.49,-70,2.09
2026-01-02 19:31:00,48.48,54.2,36.76,64.5,-69,2.17
2026-01-02 19:32:00,46.79,53.5,34.99,60.92,-68,2.09
2026-01-02 19:33:00,45.16,53.5,33.46,57.78,-68,2.01
2026-01-02 19:34:00,46.32,52.8,34.29,59.74,-67,2.07
2026-01-02 19:35:00,46.07,53.0,34.15,59.36,-65,2.05
2026-01-02 19:36:00,46.82,53.7,35.07,61.02,-67,2.09
2026-01-02 19:37:00,46.52,53.9,34.86,60.51,-67,2.08
2026-01-02 19:38:00,46.62,53.8,34.91,60.66,-66,2.08
2026-01-02 19:39:00,45.41,54.6,34.07,58.62,-66,2.02
2026-01-02 19:40:00,45.27,53.8,33.69,58.11,-66,2.01
2026-01-02 19:41:00,44.85,53.4,33.16,57.19,-69,1.99
2026-01-02 19:42:00,43.7,53.3,32.07,55.04,-68,1.93
2026-01-02 19:43:00,42.92,52.8,31.17,53.48,-69,1.9
2026-01-02 19:44:00,45.51,52.7,33.51,58.17,-69,2.03
2026-01-02 19:45:00,46.32,52.4,34.17,59.63,-71,2.07
2026-01-02 19:46:00,43.49,53.0,31.75,54.56,-72,1.92
2026-01-02 19:47:00,41.44,53.2,29.96,51.01,-72,1.82
2026-01-02 19:48:00,39.28,53.4,28.04,47.4,-69,1.71
2026-01-02 19:49:00,38.92,53.0,27.58,46.71,-66,1.7
2026-01-02 19:50:00,38.01,52.9,26.71,45.19,-66,1.65
2026-01-02 19:51:00,37.18,53.7,26.19,44.01,-67,1.61
2026-01-02 19:52:00,38.99,54.1,28.0,47.07,-67,1.7
2026-01-02 19:53:00,40.47,53.3,29.09,49.36,-69,1.77
2026-01-02 19:54:00,39.86,53.9,28.72,48.48,-70,1.74
2026-01-02 19:55:00,40.9,55.0,30.05,50.54,-69,1.79
2026-01-02 19:56:00,42.3,55.0,31.33,53.01,-70,1.87
2026-01-02 19:57:00,42.4,55.0,31.41,53.18,-68,1.87
2026-01-02 19:58:00,43.56,53.9,32.15,54.98,-70,1.93
2026-01-02 19:59:00,44.19,54.7,32.96,56.35,-71,1.96
2026-01-02 20:00:00,44.64,55.0,33.49,57.29,-71,1.98
2026-01-02 20:01:00,44.12,55.4,33.14,56.44,-71,1.96
2026-01-02 20:02:00,44.51,55.7,33.61,57.28,-69,1.98
2026-01-02 20:03:00,45.76,55.6,34.72,59.61,-70,2.04
2026-01-02 20:04:00,46.53,55.5,35.39,61.07,-69,2.08
2026-01-02 20:05:00,45.23,55.7,34.26,58.62,-69,2.01
2026-01-02 20:06:00,44.02,54.3,32.7,55.94,-67,1.95
2026-01-02 20:07:00,42.67,54.9,31.65,53.66,-65,1.88
2026-01-02 20:08:00,42.14,55.2,31.25,52.78,-66,1.86
2026-01-02 20:09:00,42.81,54.5,31.63,53.77,-65,1.89
2026-01-02 20:10:00,41.86,54.5,30.77,52.09,-63,1.84
2026-01-02 20:11:00,41.55,53.6,30.19,51.3,-65,1.83
2026-01-02 20:12:00,41.5,54.6,30.47,51.48,-64,1.82
2026-01-02 20:13:00,42.02,53.6,30.6,52.11,-67,1.85
2026-01-02 20:14:00,42.77,52.9,31.08,53.26,-67,1.89
2026-01-02 20:15:00,42.3,54.1,31.04,52.76,-71,1.86
2026-01-02 20:16:00,39.79,53.4,28.49,48.23,-70,1.74
2026-01-02 20:17:00,40.25,52.9,28.76,48.89,-69,1.76
2026-01-02 20:18:00,41.42,53.0,29.89,50.93,-71,1.82
2026-01-02 20:19:00,41.14,53.4,29.76,50.55,-71,1.81
2026-01-02 20:20:00,41.39,53.2,29.89,50.91,-71,1.82
2026-01-02 20:21:00,42.64,52.5,30.84,52.93,-70,1.88
2026-01-02 20:22:00,43.81,52.1,31.76,54.88,-72,1.94
2026-01-02 20:23:00,43.42,52.6,31.56,54.32,-72,1.92
2026-01-02 20:24:00,43.91,52.9,32.11,55.29,-73,1.95
2026-01-02 20:25:00,43.5,51.2,31.17,54.07,-73,1.93
2026-01-02 20:26:00,43.37,50.8,30.91,53.72,-72,1.92
2026-01-02 20:27:00,42.73,51.3,30.51,52.74,-72,1.89
2026-01-02 20:28:00,43.45,51.7,31.31,54.14,-70,1.92
2026-01-02 20:29:00,41.69,51.6,29.65,51.01,-68,1.83
2026-01-02 20:30:00,41.89,52.0,29.99,51.49,-68,1.84
2026-01-02 20:31:00,41.11,51.8,29.19,50.08,-69,1.81
2026-01-02 20:32:00,41.12,50.6,28.81,49.8,-68,1.81
2026-01-02 20:33:00,41.28,50.1,28.77,49.93,-67,1.81
2026-01-02 20:34:00,42.71,51.4,30.5,52.72,-68,1.89
2026-01-02 20:35:00,43.32,51.8,31.21,53.92,-69,1.92
2026-01-02 20:36:00,44.07,51.6,31.85,55.22,-70,1.95
2026-01-02 20:37:00,43.53,51.6,31.33,54.24,-67,1.93
2026-01-02 20:38:00,43.47,52.3,31.52,54.33,-67,1.92
2026-01-02 20:39:00,44.61,52.5,32.62,56.45,-67,1.98
2026-01-02 20:40:00,44.18,51.7,31.96,55.43,-67,1.96
2026-01-02 20:41:00,44.66,52.6,32.71,56.58,-66,1.98
2026-01-02 20:42:00,44.71,52.5,32.73,56.65,-66,1.99
2026-01-02 20:43:00,44.41,52.6,32.49,56.14,-64,1.97
2026-01-02 20:44:00,45.04,52.9,33.17,57.38,-65,2.0
2026-01-02 20:45:00,44.87,51.7,32.59,56.68,-66,1.99
2026-01-02 20:46:00,44.51,51.2,32.1,55.89,-66,1.98
2026-01-02 20:47:00,42.29,51.4,30.12,51.99,-65,1.86
2026-01-02 20:48:00,41.58,49.9,28.99,50.4,-65,1.83
2026-01-02 20:49:00,42.86,49.2,29.88,52.36,-69,1.89
2026-01-02 20:50:00,43.02,50.2,30.38,52.94,-69,1.9
2026-01-02 20:51:00,43.76,50.8,31.26,54.4,-70,1.94
2026-01-02 20:52:00,43.59,51.3,31.29,54.26,-68,1.93
2026-01-02 20:53:00,42.85,51.6,30.71,53.03,-68,1.89
2026-01-02 20:54:00,42.57,50.8,30.18,52.32,-67,1.88
2026-01-02 20:55:00,42.54,50.4,30.01,52.15,-67,1.88
2026-01-02 20:56:00,41.95,52.1,30.05,51.6,-67,1.85
2026-01-02 20:57:00,42.9,51.5,30.74,53.1,-66,1.89
2026-01-02 20:58:00,40.81,52.2,29.03,49.66,-64,1.79
2026-01-02 20:59:00,40.12,53.2,28.74,48.75,-63,1.76
2026-01-02 21:00:00,39.93,53.6,28.71,48.53,-62,1.75
2026-01-02 21:01:00,39.95,53.1,28.55,48.43,-63,1.75
2026-01-02 21:02:00,38.52,52.7,27.11,45.97,-61,1.68
2026-01-02 21:03:00,37.14,53.1,25.98,43.84,-61,1.61
2026-01-02 21:04:00,38.22,52.1,26.63,45.35,-65,1.66
2026-01-02 21:05:00,39.18,52.2,27.55,46.94,-66,1.71
2026-01-02 21:06:00,40.32,50.6,28.07,48.45,-68,1.77
2026-01-02 21:07:00,39.88,50.5,27.62,47.69,-68,1.74
2026-01-02 21:08:00,39.12,51.3,27.2,46.64,-70,1.71
2026-01-02 21:09:00,38.98,50.8,26.9,46.29,-70,1.7
2026-01-02 21:10:00,39.64,50.7,27.47,47.34,-68,1.73
2026-01-02 21:11:00,38.59,50.7,26.5,45.63,-65,1.68
2026-01-02 21:12:00,37.45,49.7,25.12,43.6,-62,1.62
2026-01-02 21:13:00,37.25,49.6,24.93,43.28,-65,1.61
2026-01-02 21:14:00,35.51,49.4,23.26,40.55,-65,1.53
2026-01-02 21:15:00,34.68,48.9,22.33,39.21,-65,1.48
2026-01-02 21:16:00,36.06,49.8,23.9,41.47,-65,1.55
2026-01-02 21:17:00,35.56,49.8,23.43,40.7,-67,1.53
2026-01-02 21:18:00,33.86,50.1,21.99,38.21,-67,1.44
2026-01-02 21:19:00,32.48,51.5,21.17,36.4,-67,1.37
2026-01-02 21:20:00,32.05,52.3,21.04,35.9,-66,1.35
2026-01-02 21:21:00,31.2,53.1,20.51,34.79,-66,1.31
2026-01-02 21:22:00,30.91,52.5,20.03,34.27,-66,1.3
2026-01-02 21:23:00,30.81,52.6,20.0,34.15,-67,1.29
2026-01-02 21:24:00,31.4,52.8,20.58,35.03,-70,1.32
2026-01-02 21:25:00,33.36,53.2,22.51,37.98,-72,1.42
2026-01-02 21:26:00,35.42,52.1,24.06,40.93,-71,1.52
2026-01-02 21:27:00,35.49,51.5,23.94,40.92,-69,1.52
2026-01-02 21:28:00,34.22,51.4,22.75,38.98,-67,1.46
2026-01-02 21:29:00,33.24,51.0,21.72,37.45,-65,1.41
2026-01-02 21:30:00,33.82,52.2,22.64,38.52,-67,1.44
2026-01-02 21:31:00,34.74,52.6,23.61,39.98,-67,1.49
2026-01-02 21:32:00,34.8,52.0,23.45,39.94,-68,1.49
2026-01-02 21:33:00,34.04,50.9,22.41,38.61,-68,1.45
2026-01-02 21:34:00,34.58,50.9,22.9,39.42,-67,1.48
2026-01-02 21:35:00,32.63,51.3,21.26,36.6,-66,1.38
2026-01-02 21:36:00,32.38,51.8,21.18,36.31,-66,1.37
2026-01-02 21:37:00,31.29,51.4,20.05,34.66,-67,1.31
2026-01-02 21:38:00,30.89,51.9,19.84,34.16,-67,1.29
2026-01-02 21:39:00,31.02,53.4,20.42,34.57,-68,1.3
2026-01-02 21:40:00,30.42,53.2,19.8,33.67,-68,1.27
2026-01-02 21:41:00,30.48,52.5,19.66,33.67,-67,1.27
2026-01-02 21:42:00,32.04,52.5,21.08,35.92,-69,1.35
2026-01-02 21:43:00,33.74,51.2,22.24,38.21,-71,1.44
2026-01-02 21:44:00,32.53,52.0,21.37,36.56,-69,1.38
2026-01-02 21:45:00,33.15,51.9,21.92,37.46,-69,1.41
2026-01-02 21:46:00,33.69,51.8,22.39,38.25,-69,1.43
2026-01-02 21:47:00,32.43,51.7,21.19,36.36,-68,1.37
2026-01-02 21:48:00,31.87,52.4,20.89,35.65,-67,1.34
2026-01-02 21:49:00,30.95,51.2,19.68,34.14,-66,1.3
