Timestamp,gas_concentration_ppm,micro_particle_index,internal_panel_temp_c,rate_of_thermal_rise_c_per_min,ambient_humidity_pct,air_quality_index,alert_severity_level
2026-01-05 20:44:00,41.83,53.57,144.6,0.59,79.1,6,ALARM
2026-01-05 20:45:00,46.04,52.05,143.8,0.58,77.2,6,ALARM
2026-01-05 20:46:00,40.2,66.48,142.9,1.17,81.6,6,ALARM
2026-01-05 20:47:00,40.9,65.43,146.2,3.34,85.5,6,ALARM
2026-01-05 20:48:00,44.55,79.04,145.6,3.42,89.6,7,ALARM
2026-01-05 20:49:00,45.35,56.03,145.2,1.66,83.5,6,ALARM
2026-01-05 20:50:00,46.28,70.55,148.6,2.3,82.0,7,ALARM
2026-01-05 20:51:00,42.33,72.89,148.0,3.74,82.5,7,ALARM
2026-01-05 20:52:00,48.0,70.36,147.2,2.2,83.8,7,ALARM
2026-01-05 20:53:00,50.61,79.14,150.5,4.43,83.9,8,ALARM
2026-01-05 20:54:00,50.19,78.96,149.8,3.89,90.0,8,ALARM
2026-01-05 20:55:00,42.53,73.65,149.2,4.04,88.3,7,ALARM
2026-01-05 20:56:00,47.28,70.8,152.8,2.55,84.6,7,ALARM
2026-01-05 20:57:00,47.05,69.36,152.1,0.45,83.8,7,ALARM
2026-01-05 20:58:00,37.36,79.29,151.5,-0.79,91.4,6,ALARM
2026-01-05 20:59:00,44.93,68.1,155.1,-0.65,84.7,7,ALARM
2026-01-05 21:00:00,45.49,77.64,154.3,0.71,76.0,7,ALARM
2026-01-05 21:01:00,46.34,77.03,153.5,-0.88,73.9,7,ALARM
2026-01-05 21:02:00,50.21,88.81,156.8,-0.87,71.4,8,ALARM
2026-01-05 21:03:00,58.99,95.82,155.7,1.11,64.7,9,ALARM
2026-01-05 21:04:00,74.47,90.81,154.7,3.29,68.6,10,ALARM
2026-01-05 21:05:00,76.58,97.86,157.9,3.0,67.3,10,ALARM
2026-01-05 21:06:00,68.79,92.58,157.2,2.56,64.1,10,ALARM
2026-01-05 21:07:00,66.0,83.03,156.8,4.25,59.2,9,ALARM
2026-01-05 21:08:00,61.08,83.3,156.3,4.07,49.3,9,ALARM
2026-01-05 21:09:00,55.45,74.63,160.2,3.42,52.6,8,ALARM
2026-01-05 21:10:00,54.16,80.52,159.6,3.48,55.5,8,ALARM
2026-01-05 21:11:00,59.17,72.85,159.0,3.37,51.7,8,ALARM
2026-01-05 21:12:00,57.68,64.61,162.5,2.58,55.3,8,ALARM
2026-01-05 21:13:00,50.71,59.6,161.4,1.67,42.5,7,ALARM
2026-01-05 21:14:00,48.14,54.04,160.5,1.22,48.2,6,ALARM
2026-01-05 21:15:00,36.28,52.05,159.8,1.4,52.1,5,ALARM
2026-01-05 21:16:00,39.51,58.75,163.1,1.59,57.6,6,ALARM
2026-01-05 21:17:00,42.03,68.02,162.3,2.98,63.5,6,ALARM
2026-01-05 21:18:00,40.14,72.9,161.6,2.51,63.8,6,ALARM
2026-01-05 21:19:00,54.44,82.41,160.9,2.55,70.0,8,ALARM
2026-01-05 21:20:00,58.18,78.34,164.2,4.6,67.1,8,ALARM
2026-01-05 21:21:00,56.71,69.6,163.0,6.01,64.1,8,ALARM
2026-01-05 21:22:00,63.6,70.63,161.4,4.67,59.0,9,ALARM
2026-01-05 21:23:00,63.63,70.31,164.1,3.59,61.8,9,ALARM
2026-01-05 21:24:00,73.85,86.05,162.3,4.54,63.8,10,ALARM
2026-01-05 21:25:00,69.05,93.99,164.8,5.09,66.2,10,ALARM
2026-01-05 21:26:00,58.43,80.7,163.1,6.24,60.0,9,ALARM
2026-01-05 21:27:00,54.48,84.28,165.2,5.47,63.3,8,ALARM
2026-01-05 21:28:00,53.1,90.03,163.3,4.73,59.2,8,ALARM
2026-01-05 21:29:00,48.33,91.38,165.3,4.05,58.2,8,ALARM
2026-01-05 21:30:00,52.49,82.55,163.3,5.78,55.9,8,ALARM
2026-01-05 21:31:00,51.99,88.82,161.3,6.68,60.7,8,ALARM
2026-01-05 21:32:00,50.73,105.19,163.3,6.33,67.0,9,CRITICAL
2026-01-05 21:33:00,54.93,116.27,165.4,5.88,64.3,10,CRITICAL
2026-01-05 21:34:00,40.95,119.28,163.3,4.96,62.2,8,CRITICAL
2026-01-05 21:35:00,42.06,123.54,161.6,5.7,58.8,9,CRITICAL
2026-01-05 21:36:00,34.88,138.56,164.1,6.05,56.4,9,CRITICAL
2026-01-05 21:37:00,38.86,132.83,162.5,4.47,52.7,9,CRITICAL
2026-01-05 21:38:00,45.48,134.92,165.1,3.3,52.5,9,CRITICAL
2026-01-05 21:39:00,48.81,126.66,163.6,4.43,43.5,9,CRITICAL
2026-01-05 21:40:00,50.59,123.41,166.2,4.97,48.0,9,CRITICAL
2026-01-05 21:41:00,51.83,120.91,164.9,5.36,49.6,10,CRITICAL
2026-01-05 21:42:00,49.18,123.86,163.8,5.21,43.6,9,CRITICAL
2026-01-05 21:43:00,50.06,119.9,162.9,5.76,48.0,9,CRITICAL
2026-01-05 21:44:00,48.91,119.06,162.0,4.89,58.0,9,CRITICAL
2026-01-05 21:45:00,51.46,126.22,165.5,4.71,69.7,10,CRITICAL
2026-01-05 21:46:00,56.23,127.39,168.8,4.6,61.5,10,CRITICAL
2026-01-05 21:47:00,61.05,129.24,167.8,5.09,56.9,10,CRITICAL
2026-01-05 21:48:00,56.65,129.75,166.8,5.34,55.8,10,CRITICAL
2026-01-05 21:49:00,65.45,123.44,165.7,4.19,53.2,10,CRITICAL
2026-01-05 21:50:00,75.55,105.82,164.7,2.8,58.5,10,CRITICAL
2026-01-05 21:51:00,69.97,108.42,167.9,4.55,70.1,10,CRITICAL
2026-01-05 21:52:00,72.68,87.72,166.9,4.16,74.5,10,ALARM
2026-01-05 21:53:00,68.9,87.64,166.2,3.84,81.5,10,ALARM
2026-01-05 21:54:00,56.43,66.93,165.5,3.42,73.4,8,ALARM
2026-01-05 21:55:00,50.06,62.58,164.6,3.59,73.7,7,ALARM
2026-01-05 21:56:00,40.34,77.98,163.8,5.25,81.1,7,ALARM
2026-01-05 21:57:00,38.27,81.79,167.1,7.83,85.4,7,ALARM
2026-01-05 21:58:00,45.09,70.3,166.1,7.05,85.2,7,ALARM
2026-01-05 21:59:00,49.86,54.08,165.2,6.28,80.1,7,ALARM
2026-01-05 22:00:00,52.36,41.2,164.2,6.97,76.2,6,ALARM
2026-01-05 22:01:00,54.64,31.43,163.3,5.72,77.1,6,ALARM
2026-01-05 22:02:00,47.67,26.74,162.3,6.65,81.1,5,ALARM
2026-01-05 22:03:00,47.34,27.93,165.2,6.78,96.1,5,ALARM
2026-01-05 22:04:00,42.34,47.29,164.1,7.51,92.6,6,ALARM
2026-01-05 22:05:00,54.54,60.5,163.2,6.81,92.7,7,ALARM
2026-01-05 22:06:00,50.86,65.06,162.2,5.86,91.0,7,ALARM
2026-01-05 22:07:00,54.16,47.63,161.2,7.09,93.4,7,ALARM
2026-01-05 22:08:00,64.38,50.37,160.3,6.71,87.8,8,ALARM
2026-01-05 22:09:00,72.86,47.52,159.3,5.24,87.7,9,ALARM
2026-01-05 22:10:00,75.72,49.76,158.4,4.93,80.1,9,ALARM
2026-01-05 22:11:00,55.39,64.06,161.7,5.09,81.2,8,ALARM
2026-01-05 22:12:00,54.73,58.07,160.8,2.42,74.6,7,ALARM
2026-01-05 22:13:00,56.59,47.91,159.9,3.73,65.9,7,ALARM
2026-01-05 22:14:00,57.79,82.94,159.0,3.88,68.8,9,ALARM
2026-01-05 22:15:00,60.33,88.42,158.0,3.63,66.4,9,ALARM
2026-01-05 22:16:00,68.1,91.71,157.1,4.34,80.4,10,ALARM
2026-01-05 22:17:00,67.84,79.63,159.9,5.6,81.6,9,ALARM
2026-01-05 22:18:00,57.07,81.32,158.9,5.05,77.5,8,ALARM
2026-01-05 22:19:00,62.46,68.44,157.9,4.24,75.8,8,ALARM
2026-01-05 22:20:00,61.08,65.66,157.2,4.21,81.3,8,ALARM
2026-01-05 22:21:00,60.76,87.66,156.6,3.33,78.7,9,ALARM
2026-01-05 22:22:00,56.07,100.81,156.1,2.49,73.4,9,CRITICAL
2026-01-05 22:23:00,49.89,113.68,155.5,2.65,74.3,9,CRITICAL
2026-01-05 22:24:00,52.03,126.01,159.0,3.07,70.2,10,CRITICAL
2026-01-05 22:25:00,51.07,125.71,158.3,2.19,72.2,10,CRITICAL
2026-01-05 22:26:00,46.5,130.43,157.8,1.5,74.5,9,CRITICAL
2026-01-05 22:27:00,43.84,123.03,157.2,0.06,67.6,9,CRITICAL
2026-01-05 22:28:00,51.51,128.51,156.6,-0.26,70.1,10,CRITICAL
2026-01-05 22:29:00,49.92,115.32,156.0,-1.55,69.3,9,CRITICAL
2026-01-05 22:30:00,56.6,124.1,155.5,-0.25,74.7,10,CRITICAL
2026-01-05 22:31:00,49.01,106.96,154.9,0.92,73.0,9,CRITICAL
2026-01-05 22:32:00,47.51,107.87,154.4,0.97,66.6,9,CRITICAL
2026-01-05 22:33:00,42.4,105.98,158.0,2.53,70.7,8,CRITICAL
2026-01-05 22:34:00,47.21,117.89,157.3,4.65,77.1,9,CRITICAL
2026-01-05 22:35:00,54.36,109.57,156.5,4.63,77.6,9,CRITICAL
2026-01-05 22:36:00,61.68,92.67,155.9,5.0,79.3,9,ALARM
2026-01-05 22:37:00,56.03,96.45,155.0,4.99,78.0,9,ALARM
2026-01-05 22:38:00,50.84,102.34,154.0,4.29,80.1,9,CRITICAL
2026-01-05 22:39:00,53.91,93.67,153.1,5.42,76.7,9,ALARM
2026-01-05 22:40:00,60.78,90.52,152.2,4.7,74.1,9,ALARM
2026-01-05 22:41:00,63.37,87.59,151.5,2.7,70.4,9,ALARM
2026-01-05 22:42:00,62.09,90.75,150.9,1.96,67.5,9,ALARM
2026-01-05 22:43:00,53.27,84.59,150.4,1.96,70.2,8,ALARM
2026-01-05 22:44:00,53.43,83.06,153.7,2.81,64.9,8,ALARM
2026-01-05 22:45:00,57.79,82.21,152.6,3.05,69.4,9,ALARM
2026-01-05 22:46:00,63.14,91.09,151.5,3.73,70.0,9,ALARM
2026-01-05 22:47:00,54.06,105.8,150.5,4.74,78.7,9,CRITICAL
2026-01-05 22:48:00,61.11,95.7,149.7,5.84,75.2,9,ALARM
2026-01-05 22:49:00,59.41,73.33,149.0,5.48,78.5,8,ALARM
2026-01-05 22:50:00,50.06,85.39,152.0,5.02,78.2,8,ALARM
2026-01-05 22:51:00,36.93,79.0,151.1,5.55,81.4,6,ALARM
2026-01-05 22:52:00,43.83,76.92,150.2,7.16,77.5,7,ALARM
2026-01-05 22:53:00,33.48,89.73,149.4,6.24,76.1,6,ALARM
2026-01-05 22:54:00,37.5,85.56,148.8,5.56,62.7,7,ALARM
2026-01-05 22:55:00,33.42,87.07,152.0,3.64,63.2,6,ALARM
2026-01-05 22:56:00,29.64,101.12,151.2,2.73,61.4,7,CRITICAL
2026-01-05 22:57:00,36.13,87.42,150.4,4.57,59.8,7,ALARM
2026-01-05 22:58:00,35.37,84.08,149.6,4.0,64.7,6,ALARM
2026-01-05 22:59:00,34.84,90.67,148.9,3.64,65.9,7,ALARM
2026-01-05 23:00:00,29.77,96.97,148.2,5.79,60.9,6,ALARM
2026-01-05 23:01:00,35.47,100.66,147.7,5.4,62.4,7,CRITICAL
2026-01-05 23:02:00,38.47,110.2,158.2,6.18,63.1,8,CRITICAL
2026-01-05 23:03:00,36.91,107.0,157.4,3.91,68.1,7,CRITICAL
2026-01-05 23:04:00,34.01,95.13,156.6,2.86,71.1,7,ALARM
2026-01-05 23:05:00,32.65,96.97,159.7,2.4,72.2,7,ALARM
2026-01-05 23:06:00,40.9,80.71,158.5,5.09,72.6,7,ALARM
2026-01-05 23:07:00,39.31,96.66,156.9,4.31,78.1,7,ALARM
2026-01-05 23:08:00,42.35,102.8,155.5,5.08,77.4,8,CRITICAL
2026-01-05 23:09:00,45.24,100.79,158.1,4.51,79.0,8,CRITICAL
2026-01-05 23:10:00,50.4,112.29,156.8,4.77,72.8,9,CRITICAL
2026-01-05 23:11:00,52.82,104.7,155.5,4.36,69.4,9,CRITICAL
2026-01-05 23:12:00,58.04,84.14,154.3,4.21,63.4,9,ALARM
2026-01-05 23:13:00,62.69,101.32,157.1,3.4,66.4,10,CRITICAL
2026-01-05 23:14:00,61.07,120.09,155.8,5.61,66.5,10,CRITICAL
2026-01-05 23:15:00,61.23,122.16,154.4,5.93,60.9,10,CRITICAL
2026-01-05 23:16:00,51.99,137.86,153.2,5.86,65.0,10,CRITICAL
2026-01-05 23:17:00,54.69,143.55,155.8,6.42,68.9,10,CRITICAL
2026-01-05 23:18:00,64.83,151.16,154.4,6.2,67.0,10,CRITICAL
2026-01-05 23:19:00,70.65,149.94,153.0,5.27,68.2,10,CRITICAL
2026-01-05 23:20:00,59.21,131.24,155.5,4.86,60.5,10,CRITICAL
2026-01-05 23:21:00,60.07,125.95,154.2,3.22,54.9,10,CRITICAL
2026-01-05 23:22:00,62.46,122.7,153.1,1.54,52.5,10,CRITICAL
2026-01-05 23:23:00,57.48,125.5,152.1,1.58,60.2,10,CRITICAL
2026-01-05 23:24:00,57.98,131.72,171.3,1.68,63.2,10,CRITICAL
2026-01-05 23:25:00,59.01,131.48,169.5,1.96,70.8,10,CRITICAL
2026-01-05 23:26:00,60.86,118.64,167.6,3.49,70.4,10,CRITICAL
2026-01-05 23:27:00,58.01,110.55,166.0,3.38,73.6,10,CRITICAL
2026-01-05 23:28:00,63.25,93.24,164.2,2.08,80.7,10,ALARM
2026-01-05 23:29:00,74.42,97.95,166.3,2.04,82.7,10,ALARM
2026-01-05 23:30:00,64.45,109.8,164.3,1.85,85.3,10,CRITICAL
2026-01-05 23:31:00,66.94,84.89,162.7,2.72,77.7,10,ALARM
2026-01-05 23:32:00,59.07,84.44,161.2,2.89,69.0,9,ALARM
2026-01-05 23:33:00,57.11,78.04,163.6,3.21,59.0,8,ALARM
2026-01-05 23:34:00,49.39,83.57,162.0,2.19,62.8,8,ALARM
2026-01-05 23:35:00,50.57,73.25,160.4,1.83,61.1,7,ALARM
2026-01-05 23:36:00,42.31,73.83,162.9,3.12,67.7,7,ALARM
2026-01-05 23:37:00,49.65,66.13,161.3,1.95,62.2,7,ALARM
2026-01-05 23:38:00,39.3,75.58,159.8,1.17,58.7,6,ALARM
2026-01-05 23:39:00,42.26,88.65,162.4,2.37,61.0,7,ALARM
2026-01-05 23:40:00,35.96,79.16,161.1,3.1,63.5,6,ALARM
2026-01-05 23:41:00,34.34,84.3,160.0,3.49,65.1,6,ALARM
2026-01-05 23:42:00,26.66,93.91,158.9,3.87,64.6,6,ALARM
2026-01-05 23:43:00,35.91,109.27,161.5,3.51,71.6,7,CRITICAL
2026-01-05 23:44:00,25.22,114.86,160.1,4.75,65.6,7,CRITICAL
2026-01-05 23:45:00,26.17,118.58,158.7,4.38,64.8,7,CRITICAL
2026-01-05 23:46:00,21.12,112.93,157.3,3.98,60.1,6,CRITICAL
2026-01-05 23:47:00,36.84,113.84,155.9,5.3,61.0,8,CRITICAL
2026-01-05 23:48:00,39.7,107.73,158.7,4.33,68.2,8,CRITICAL
2026-01-05 23:49:00,38.33,106.61,157.4,2.7,62.1,8,CRITICAL
2026-01-05 23:50:00,42.63,107.72,156.2,1.61,59.5,8,CRITICAL
2026-01-05 23:51:00,46.8,102.52,154.8,2.23,63.4,8,CRITICAL
2026-01-05 23:52:00,44.26,110.83,153.5,2.34,63.8,8,CRITICAL
2026-01-05 23:53:00,44.68,111.03,152.4,0.5,65.5,8,CRITICAL
2026-01-05 23:54:00,43.3,112.0,151.3,0.26,60.4,8,CRITICAL
2026-01-05 23:55:00,40.75,95.15,150.2,2.7,63.1,7,ALARM
2026-01-05 23:56:00,43.7,100.08,153.1,1.56,60.6,8,CRITICAL
2026-01-05 23:57:00,52.47,79.84,156.0,2.01,56.7,8,ALARM
2026-01-05 23:58:00,49.49,76.19,155.0,1.81,58.6,7,ALARM
2026-01-05 23:59:00,45.78,83.62,154.2,1.26,64.4,7,ALARM
2026-01-06 00:00:00,47.39,63.64,153.5,1.66,69.6,7,ALARM
2026-01-06 00:01:00,41.63,54.63,152.9,3.39,78.8,6,ALARM
2026-01-06 00:02:00,39.94,54.5,152.2,2.97,76.3,6,ALARM
2026-01-06 00:03:00,44.85,49.1,151.5,3.68,75.8,6,ALARM
2026-01-06 00:04:00,49.98,51.8,151.1,2.97,78.0,7,ALARM
2026-01-06 00:05:00,46.22,62.3,151.0,1.18,82.8,7,ALARM
2026-01-06 00:06:00,48.74,64.31,150.8,3.28,84.6,7,ALARM
2026-01-06 00:07:00,51.02,77.12,150.6,2.45,82.8,8,ALARM
2026-01-06 00:08:00,50.91,81.33,150.5,1.43,88.9,8,ALARM
2026-01-06 00:09:00,45.52,99.3,150.6,1.73,90.2,8,ALARM
2026-01-06 00:10:00,34.39,85.12,150.6,2.36,89.1,6,ALARM
2026-01-06 00:11:00,24.42,80.86,150.4,2.57,94.6,5,ALARM
2026-01-06 00:12:00,29.91,85.3,154.0,2.21,89.4,6,ALARM
2026-01-06 00:13:00,37.51,80.4,153.4,0.88,90.6,6,ALARM
2026-01-06 00:14:00,31.31,85.62,153.1,2.17,83.9,6,ALARM
2026-01-06 00:15:00,26.06,76.79,152.8,2.87,76.5,5,ALARM
2026-01-06 00:16:00,27.06,72.53,152.4,2.26,77.3,5,ALARM
2026-01-06 00:17:00,35.92,105.51,152.1,3.3,63.4,7,CRITICAL
2026-01-06 00:18:00,30.97,94.79,151.7,4.13,62.7,6,ALARM
2026-01-06 00:19:00,40.2,87.17,151.5,3.85,58.8,7,ALARM
2026-01-06 00:20:00,44.19,100.35,151.6,4.75,56.9,8,CRITICAL
2026-01-06 00:21:00,35.74,100.62,151.4,3.37,53.6,7,CRITICAL
2026-01-06 00:22:00,27.17,95.15,151.4,2.31,45.1,6,ALARM
2026-01-06 00:23:00,36.21,96.57,151.2,3.08,49.4,7,ALARM
2026-01-06 00:24:00,41.05,96.9,151.1,2.52,54.9,7,ALARM
2026-01-06 00:25:00,46.32,80.5,150.8,2.07,53.3,7,ALARM
2026-01-06 00:26:00,43.85,71.45,150.7,3.6,62.0,7,ALARM
2026-01-06 00:27:00,41.62,89.68,150.7,2.21,71.4,7,ALARM
2026-01-06 00:28:00,43.96,84.32,154.9,1.85,78.6,7,ALARM
2026-01-06 00:29:00,47.64,107.64,154.7,1.92,77.2,9,CRITICAL
2026-01-06 00:30:00,49.82,111.57,154.5,1.3,81.7,9,CRITICAL
2026-01-06 00:31:00,51.86,112.76,154.4,0.52,74.3,9,CRITICAL
2026-01-06 00:32:00,48.13,114.47,154.1,0.12,68.9,9,CRITICAL
2026-01-06 00:33:00,52.53,112.44,153.9,-1.18,69.9,9,CRITICAL
2026-01-06 00:34:00,42.76,116.64,153.5,0.36,71.6,8,CRITICAL
2026-01-06 00:35:00,47.68,131.96,153.1,-0.46,76.4,10,CRITICAL
2026-01-06 00:36:00,46.04,131.91,152.8,0.54,80.0,9,CRITICAL
2026-01-06 00:37:00,40.56,130.1,152.5,-1.11,80.2,9,CRITICAL
2026-01-06 00:38:00,41.04,132.96,152.3,-1.8,76.5,9,CRITICAL
2026-01-06 00:39:00,34.22,119.56,152.2,1.48,72.9,8,CRITICAL
2026-01-06 00:40:00,26.17,124.38,152.0,-0.88,68.7,7,CRITICAL
2026-01-06 00:41:00,29.55,121.52,151.8,-1.21,72.1,7,CRITICAL
2026-01-06 00:42:00,26.31,126.2,151.8,0.54,73.9,7,CRITICAL
2026-01-06 00:43:00,36.57,115.59,151.4,1.72,74.9,8,CRITICAL
2026-01-06 00:44:00,29.34,116.1,151.0,0.52,69.2,7,CRITICAL
2026-01-06 00:45:00,33.84,113.63,150.9,-0.57,68.3,7,CRITICAL
2026-01-06 00:46:00,36.07,113.42,150.7,0.15,65.9,8,CRITICAL
2026-01-06 00:47:00,39.64,120.59,154.0,0.29,69.8,8,CRITICAL
2026-01-06 00:48:00,40.68,100.52,153.4,1.09,63.2,8,CRITICAL
2026-01-06 00:49:00,44.05,115.04,152.7,3.32,62.4,9,CRITICAL
2026-01-06 00:50:00,40.01,114.01,151.8,4.28,60.6,8,CRITICAL
2026-01-06 00:51:00,38.4,88.94,151.0,4.17,68.6,7,ALARM
2026-01-06 00:52:00,42.24,73.81,150.4,3.24,66.9,7,ALARM
2026-01-06 00:53:00,41.28,71.98,153.9,4.83,78.7,7,ALARM
2026-01-06 00:54:00,37.11,66.18,153.4,6.76,82.2,6,ALARM
2026-01-06 00:55:00,42.74,77.21,152.8,6.84,87.5,7,ALARM
2026-01-06 00:56:00,29.78,82.49,152.5,5.06,84.2,6,ALARM
2026-01-06 00:57:00,26.4,60.75,152.3,4.26,81.5,5,ALARM
2026-01-06 00:58:00,35.51,58.19,152.4,3.28,79.1,5,ALARM
2026-01-06 00:59:00,35.8,60.32,156.6,2.42,70.8,5,ALARM
2026-01-06 01:00:00,34.54,59.93,156.4,2.87,81.4,5,ALARM
2026-01-06 01:01:00,34.11,54.98,156.3,3.4,75.0,5,ALARM
2026-01-06 01:02:00,38.44,55.4,156.3,3.72,80.4,6,ALARM
2026-01-06 01:03:00,41.91,51.27,156.2,4.52,75.1,6,ALARM
2026-01-06 01:04:00,43.13,66.11,160.2,3.95,78.3,6,ALARM
2026-01-06 01:05:00,44.66,60.4,160.0,4.18,78.6,6,ALARM
2026-01-06 01:06:00,42.39,71.12,159.8,4.35,77.2,7,ALARM
2026-01-06 01:07:00,37.05,81.84,159.5,3.78,67.7,6,ALARM
2026-01-06 01:08:00,43.51,83.21,159.0,3.32,69.6,7,ALARM
2026-01-06 01:09:00,44.32,93.46,162.5,2.6,72.7,8,ALARM
2026-01-06 01:10:00,40.94,99.95,161.7,2.55,71.2,8,ALARM
2026-01-06 01:11:00,42.4,118.18,160.9,2.41,68.1,8,CRITICAL
2026-01-06 01:12:00,47.37,124.9,160.1,1.25,76.1,9,CRITICAL
2026-01-06 01:13:00,47.91,137.32,159.2,1.76,79.1,10,CRITICAL
2026-01-06 01:14:00,49.62,135.57,162.2,3.5,76.5,10,CRITICAL
2026-01-06 01:15:00,55.34,128.57,161.3,3.23,71.9,10,CRITICAL
2026-01-06 01:16:00,45.23,122.56,160.5,3.22,78.3,9,CRITICAL
2026-01-06 01:17:00,35.2,105.57,163.9,2.11,69.8,7,CRITICAL
2026-01-06 01:18:00,33.58,104.54,163.3,1.2,59.1,7,CRITICAL
2026-01-06 01:19:00,26.69,90.52,162.5,1.9,59.3,6,ALARM
2026-01-06 01:20:00,31.31,94.73,165.9,2.61,62.8,6,ALARM
2026-01-06 01:21:00,30.88,101.47,165.2,2.79,57.3,7,CRITICAL
2026-01-06 01:22:00,30.09,100.79,164.4,2.06,46.7,7,CRITICAL
2026-01-06 01:23:00,39.52,112.86,167.4,2.56,39.1,8,CRITICAL
2026-01-06 01:24:00,47.03,103.5,166.0,2.36,41.4,8,CRITICAL
2026-01-06 01:25:00,47.23,85.6,164.5,2.34,42.2,8,ALARM
2026-01-06 01:26:00,43.04,81.08,166.6,3.14,38.9,7,ALARM
2026-01-06 01:27:00,41.64,94.96,164.9,1.34,47.3,7,ALARM
2026-01-06 01:28:00,41.93,95.93,163.3,0.99,58.4,8,ALARM
2026-01-06 01:29:00,56.51,99.69,161.9,2.38,65.5,9,ALARM
2026-01-06 01:30:00,55.91,85.06,160.7,1.39,61.1,8,ALARM
2026-01-06 01:31:00,53.26,108.42,163.3,2.86,65.5,9,CRITICAL
2026-01-06 01:32:00,65.56,115.92,161.8,4.35,63.6,10,CRITICAL
2026-01-06 01:33:00,63.13,125.08,160.5,4.49,60.0,10,CRITICAL
2026-01-06 01:34:00,66.6,111.85,159.2,3.35,63.8,10,CRITICAL
2026-01-06 01:35:00,69.14,128.54,157.9,3.39,60.2,10,CRITICAL
2026-01-06 01:36:00,67.2,121.74,160.4,4.8,60.8,10,CRITICAL
2026-01-06 01:37:00,69.88,116.77,159.0,3.56,59.1,10,CRITICAL
2026-01-06 01:38:00,63.8,112.19,157.5,3.18,58.7,10,CRITICAL
2026-01-06 01:39:00,68.76,89.85,156.0,3.96,57.3,10,ALARM
2026-01-06 01:40:00,74.02,79.65,154.5,3.7,61.0,10,ALARM
2026-01-06 01:41:00,68.89,90.49,156.9,4.41,56.8,10,ALARM
2026-01-06 01:42:00,58.12,80.21,155.3,4.55,54.9,9,ALARM
2026-01-06 01:43:00,59.2,85.35,153.6,3.52,55.0,9,ALARM
2026-01-06 01:44:00,52.57,98.32,151.8,3.83,60.1,9,ALARM
2026-01-06 01:45:00,46.26,108.35,154.2,4.79,60.2,8,CRITICAL
2026-01-06 01:46:00,53.73,115.2,152.8,3.54,63.4,9,CRITICAL
2026-01-06 01:47:00,47.27,138.25,151.5,3.82,71.3,10,CRITICAL
2026-01-06 01:48:00,44.45,126.52,150.3,3.0,74.5,9,CRITICAL
2026-01-06 01:49:00,34.0,117.23,152.9,3.36,79.7,8,CRITICAL
2026-01-06 01:50:00,34.16,114.68,151.5,5.38,90.0,8,CRITICAL
2026-01-06 01:51:00,32.69,90.37,150.1,6.01,86.8,6,ALARM
2026-01-06 01:52:00,28.95,85.66,148.7,5.09,85.7,6,ALARM
2026-01-06 01:53:00,29.27,80.25,147.4,4.83,86.7,6,ALARM
2026-01-06 01:54:00,29.01,73.82,149.9,4.14,86.2,5,ALARM
2026-01-06 01:55:00,32.08,90.93,148.3,4.72,85.2,6,ALARM
2026-01-06 01:56:00,32.74,90.73,147.0,5.0,89.9,6,ALARM
2026-01-06 01:57:00,34.86,84.14,145.7,4.25,85.0,6,ALARM
2026-01-06 01:58:00,33.2,80.51,144.6,4.71,83.1,6,ALARM
2026-01-06 01:59:00,23.82,108.68,143.5,3.33,85.8,6,CRITICAL
2026-01-06 02:00:00,31.0,116.33,142.4,3.99,91.2,7,CRITICAL
2026-01-06 02:01:00,32.81,109.92,141.3,4.18,100.5,7,CRITICAL
2026-01-06 02:02:00,30.62,94.68,140.2,3.76,90.3,6,ALARM
2026-01-06 02:03:00,26.92,99.56,143.0,4.83,83.3,6,ALARM
2026-01-06 02:04:00,24.76,106.22,145.7,5.18,79.9,6,CRITICAL
2026-01-06 02:05:00,21.92,92.62,144.4,4.15,76.6,5,ALARM
2026-01-06 02:06:00,20.23,82.29,143.0,2.6,78.1,5,ALARM
2026-01-06 02:07:00,23.29,85.87,141.9,2.7,74.3,5,ALARM
2026-01-06 02:08:00,27.36,83.0,144.5,2.45,75.9,6,ALARM
2026-01-06 02:09:00,26.07,75.42,143.4,3.2,78.5,5,ALARM
2026-01-06 02:10:00,28.61,59.78,142.2,2.94,75.1,5,ALARM
2026-01-06 02:11:00,40.41,71.44,145.0,2.51,78.3,6,ALARM
2026-01-06 02:12:00,47.32,78.67,147.9,5.3,80.4,7,ALARM
2026-01-06 02:13:00,47.29,81.25,150.6,3.75,77.7,7,ALARM
2026-01-06 02:14:00,47.93,84.37,149.3,1.75,79.2,8,ALARM
2026-01-06 02:15:00,45.63,88.01,148.1,3.06,82.3,8,ALARM
2026-01-06 02:16:00,43.3,81.12,151.1,2.4,86.6,7,ALARM
2026-01-06 02:17:00,40.01,75.61,153.7,2.48,82.0,7,ALARM
2026-01-06 02:18:00,44.15,72.06,156.2,4.68,70.3,7,ALARM
2026-01-06 02:19:00,46.04,71.69,158.5,5.04,73.2,7,ALARM
2026-01-06 02:20:00,49.05,72.72,156.9,5.06,70.9,7,ALARM
2026-01-06 02:21:00,48.91,89.98,155.5,5.85,71.0,8,ALARM
2026-01-06 02:22:00,48.26,72.93,158.2,4.91,78.5,7,ALARM
2026-01-06 02:23:00,42.61,72.26,156.9,5.87,78.7,7,ALARM
2026-01-06 02:24:00,39.66,75.61,155.6,6.43,84.6,6,ALARM
